involved_tlycs
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
000 Hours"
FALSE
000 Hours"
TRUE
FALSE
FALSE
 colleague
FALSE
FALSE
FALSE
TRUE
FALSE
 colleague
 colleague
TRUE
TRUE
FALSE
000 Hours"
FALSE
FALSE
FALSE
FALSE
 colleague
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
000 Hours"
FALSE
 colleague
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
000 Hours"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
 colleague
FALSE
000 Hours"
 colleague
FALSE
FALSE
FALSE
FALSE
000 Hours"
FALSE
FALSE
FALSE
000 Hours"
TRUE
000 Hours"
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
 colleague
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
 colleague
 colleague
 colleague
 colleague
FALSE
 colleague
FALSE
 colleague
FALSE
TRUE
000 Hours"
FALSE
FALSE
 colleague
TRUE
 colleague
TRUE
FALSE
TRUE
TRUE
 colleague
000 Hours"
FALSE
000 Hours"
FALSE
FALSE
000 Hours"
TRUE
TRUE
TRUE
 colleague
FALSE
 colleague
 colleague
FALSE
 colleague
FALSE
FALSE
TRUE
 colleague
FALSE
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
 colleague
 colleague
FALSE
FALSE
TRUE
FALSE
000 Hours"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
000 Hours"
000 Hours"
000 Hours"
 colleague
FALSE
FALSE
000 Hours"
FALSE
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
000 Hours"
 colleague
FALSE
 colleague
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
000 Hours"
000 Hours"
 colleague
FALSE
FALSE
000 Hours"
FALSE
FALSE
FALSE
FALSE
000 Hours"
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
 colleague
000 Hours"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
000 Hours"
FALSE
 colleague
000 Hours"
000 Hours"
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
000 Hours"
FALSE
000 Hours"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
000 Hours"
TRUE
000 Hours"
FALSE
FALSE
 colleague
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
000 Hours"
TRUE
 colleague
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
 colleague
FALSE
FALSE
 colleague
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
000 Hours"
FALSE
000 Hours"
FALSE
FALSE
FALSE
 colleague
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
000 Hours"
000 Hours"
 colleague
FALSE
 colleague
FALSE
000 Hours"
FALSE
FALSE
TRUE
000 Hours"
 colleague
TRUE
000 Hours"
FALSE
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
000 Hours"
FALSE
FALSE
 colleague
FALSE
 colleague
000 Hours"
FALSE
TRUE
FALSE
000 Hours"
FALSE
FALSE
TRUE
FALSE
FALSE
 colleague
TRUE
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
 colleague
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
000 Hours"
FALSE
FALSE
000 Hours"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
 colleague
FALSE
 colleague
 colleague
FALSE
FALSE
 colleague
FALSE
000 Hours"
 colleague
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
000 Hours"
 colleague
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
000 Hours"
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
 colleague
FALSE
 colleague
 colleague
FALSE
000 Hours"
000 Hours"
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
FALSE
 colleague
 colleague
 colleague
FALSE
TRUE
000 Hours"
FALSE
TRUE
000 Hours"
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
 colleague
FALSE
FALSE
FALSE
000 Hours"
FALSE
 colleague
000 Hours"
FALSE
FALSE
FALSE
 colleague
FALSE
000 Hours"
FALSE
 colleague
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
000 Hours"
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
000 Hours"
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
000 Hours"
FALSE
FALSE
 colleague
FALSE
000 Hours"
 colleague
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
000 Hours"
000 Hours"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
000 Hours"
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
000 Hours"
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
TRUE
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
000 Hours"
FALSE
FALSE
000 Hours"
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
000 Hours"
 colleague
 colleague
FALSE
 colleague
FALSE
FALSE
 colleague
FALSE
FALSE
 colleague
000 Hours"
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
000 Hours"
FALSE
000 Hours"
 colleague
 colleague
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
FALSE
 colleague
FALSE
000 Hours"
FALSE
FALSE
000 Hours"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
TRUE
 colleague
TRUE
TRUE
 colleague
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
 colleague
TRUE
000 Hours"
FALSE
 colleague
TRUE
 colleague
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
000 Hours"
 colleague
FALSE
FALSE
000 Hours"
 colleague
FALSE
FALSE
000 Hours"
TRUE
FALSE
FALSE
FALSE
FALSE
000 Hours"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
000 Hours"
 colleague
FALSE
 colleague
FALSE
FALSE
TRUE
FALSE
 colleague
 colleague
FALSE
FALSE
FALSE
TRUE
000 Hours"
 colleague
FALSE
000 Hours"
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
000 Hours"
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
 colleague
000 Hours"
000 Hours"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
 colleague
TRUE
TRUE
FALSE
TRUE
FALSE
 colleague
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
 colleague
 colleague
FALSE
 colleague
 colleague
FALSE
FALSE
FALSE
 colleague
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
 colleague
FALSE
FALSE
000 Hours"
FALSE
FALSE
000 Hours"
FALSE
000 Hours"
FALSE
FALSE
TRUE
000 Hours"
 colleague
FALSE
FALSE
000 Hours"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
 colleague
FALSE
FALSE
TRUE
FALSE
FALSE
 colleague
FALSE
 colleague
FALSE
000 Hours"
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
 colleague
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
000 Hours"
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
FALSE
TRUE
 colleague
FALSE
FALSE
TRUE
FALSE
FALSE
000 Hours"
FALSE
 colleague
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
 colleague
FALSE
FALSE
FALSE
TRUE
 colleague
FALSE
000 Hours"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
000 Hours"
FALSE
TRUE
000 Hours"
000 Hours"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
 colleague
FALSE
 colleague
FALSE
FALSE
FALSE
000 Hours"
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
000 Hours"
 colleague
FALSE
000 Hours"
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
FALSE
 colleague
FALSE
FALSE
FALSE
TRUE
 colleague
FALSE
FALSE
TRUE
TRUE
000 Hours"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
FALSE
000 Hours"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
000 Hours"
 colleague
000 Hours"
FALSE
FALSE
FALSE
000 Hours"
FALSE
TRUE
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
TRUE
FALSE
FALSE
 colleague
FALSE
000 Hours"
 colleague
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
 colleague
FALSE
 colleague
FALSE
 colleague
FALSE
FALSE
FALSE
FALSE
FALSE
 colleague
000 Hours"
000 Hours"
FALSE
 colleague
 colleague
FALSE
FALSE
 colleague
FALSE
000 Hours"
FALSE
