can_share_my_donation_plans
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
No
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
No
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
NA
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
Yes
FALSE
FALSE
FALSE
FALSE
FALSE
NA
No
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
NA
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Yes
FALSE
No
No
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
NA
FALSE
FALSE
FALSE
FALSE
No
Yes
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
Yes
No
No
FALSE
No
FALSE
FALSE
No
No
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
TRUE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
NA
FALSE
FALSE
TRUE
FALSE
FALSE
Yes
FALSE
FALSE
FALSE
FALSE
TRUE
Yes
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
No
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
No
FALSE
FALSE
FALSE
Yes
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
NA
FALSE
No
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
No
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
No
FALSE
No
No
FALSE
FALSE
FALSE
TRUE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
NA
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
No
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
No
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
No
FALSE
FALSE
No
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
NA
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
NA
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
Yes
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
Yes
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
No
FALSE
TRUE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
No
FALSE
NA
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Yes
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Yes
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Yes
FALSE
FALSE
No
FALSE
No
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
Yes
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Yes
FALSE
FALSE
FALSE
FALSE
TRUE
Yes
Yes
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Yes
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
Yes
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
FALSE
 Internet & Electronics"
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
Yes
FALSE
Yes
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
 and Homes"
Yes
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
Yes
FALSE
FALSE
FALSE
FALSE
NA
FALSE
FALSE
FALSE
FALSE
Yes
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
NA
FALSE
No
FALSE
FALSE
FALSE
NA
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
Yes
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Yes
FALSE
No
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
Yes
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Yes
TRUE
FALSE
Yes
FALSE
TRUE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
Yes
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
No
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
No
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 Internet & Electronics"
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
No
FALSE
Yes
FALSE
No
FALSE
FALSE
FALSE
FALSE
