donate_sci_2017_c
NA
NA
NA
NA
NA
NA
NA
7396.17
36000
NA
NA
NA
NA
NA
[3] Neither agree nor disagree
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
739.62
NA
NA
NA
NA
NA
NA
NA
NA
32507.65
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1387.47
USD
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
USD
NA
[4]
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
9249.78
NA
NA
NA
0
NA
NA
NA
250
NA
NA
AUD
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
3600
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1621.88
NA
NA
NA
NA
NA
NA
NA
63f97dce0560203d28a4bb174b8b2e63
NA
NA
0
Agree moderately 6
NA
USD
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
1500
NA
NA
GBP
NA
NA
1950.46
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
73.17
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
EUR
0
NA
NA
9000
NA
NA
NA
3000
NA
NA
NA
0
1000
0
NA
NA
NA
5347480
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
20000
NA
NA
NA
NA
NA
NA
NA
NA
0
USD
90
NA
NA
NA
NA
NA
0
0
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1156.22
NA
NA
NA
NA
NA
NA
NA
NA
351.08
NA
NA
NA
NA
NA
NA
NA
NA
NA
Agree a little 5
NA
NA
NA
NA
NA
NA
NA
NA
144.53
NA
NA
NA
NA
NA
NA
2.31
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
18-24
NA
NA
NA
NA
NA
10000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
6500
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
5000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
20000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
18-24
NA
NA
NA
NA
NA
0
10
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
0
NA
NA
NA
NA
NA
USD
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
2500
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
USD
NA
250
NA
NA
NA
NA
NA
NA
NA
0
3900.92
NA
NA
NA
NA
3750
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
500
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
10000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
3900.92
NA
0
NA
dd0c52fd799ef46eef2d11f167e699a0
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
1000
NA
NA
NA
NA
NA
NA
NA
