donate_gw_2017
NA
NA
NA
NA
FALSE
NA
NA
FALSE
FALSE
NA
NA
NA
NA
NA
TRUE
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
FALSE
FALSE
NA
NA
NA
NA
NA
NA
NA
NA
FALSE
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
FALSE
NA
NA
FALSE
NA
NA
NA
FALSE
NA
NA
NA
NA
NA
NA
NA
NA
FALSE
FALSE
NA
NA
NA
NA
NA
NA
NA
NA
NA
FALSE
NA
FALSE
NA
"I do not want to share any details with Centre For Effective Altruism and 80
NA
NA
NA
NA
NA
FALSE
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
FALSE
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
FALSE
NA
NA
TRUE
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
FALSE
NA
NA
NA
NA
NA
NA
GiveWell
NA
FALSE
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
FALSE
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
FALSE
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
TRUE
NA
TRUE
NA
NA
NA
NA
4000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
FALSE
0
NA
NA
NA
NA
TRUE
NA
NA
FALSE
NA
NA
NA
NA
NA
NA
NA
NA
FALSE
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
GiveWell
FALSE
NA
NA
NA
NA
NA
TRUE
0
NA
NA
FALSE
NA
NA
NA
FALSE
NA
NA
NA
100
FALSE
0
NA
100
150.8
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
GiveWell
NA
FALSE
FALSE
NA
NA
NA
NA
NA
NA
NA
FALSE
FALSE
$90
NA
NA
FALSE
NA
NA
0
0
NA
0
GiveWell
NA
NA
FALSE
NA
0
NA
NA
NA
FALSE
NA
NA
NA
FALSE
NA
NA
NA
NA
NA
FALSE
NA
NA
FALSE
NA
NA
NA
NA
NA
NA
NA
NA
NA
I do not want to share any details with the EA Donation Registry
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
no
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
TRUE
NA
FALSE
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
TRUE
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
FALSE
NA
NA
NA
NA
NA
NA
NA
NA
FALSE
NA
NA
NA
FALSE
NA
NA
NA
NA
NA
NA
NA
NA
NA
FALSE
NA
NA
NA
NA
NA
NA
NA
NA
NA
FALSE
NA
NA
TRUE
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
GiveWell
NA
NA
TRUE
NA
NA
NA
NA
NA
0
FALSE
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
0
NA
NA
NA
NA
NA
TRUE
NA
6000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
FALSE
NA
NA
NA
NA
NA
NA
FALSE
NA
NA
NA
NA
NA
FALSE
NA
NA
0
FALSE
NA
NA
NA
NA
NA
FALSE
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
FALSE
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
FALSE
NA
NA
NA
NA
FALSE
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
GiveWell
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
FALSE
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
TRUE
NA
NA
NA
NA
NA
NA
NA
GiveWell
NA
NA
NA
NA
NA
NA
NA
20
NA
NA
