referrer_self_report_friend
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
TRUE
NA
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
 Technology
FALSE
 Machinery
FALSE
FALSE
FALSE
FALSE
NA
FALSE
FALSE
NA
FALSE
TRUE
FALSE
FALSE
FALSE
Other (please specify)
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
Education
FALSE
FALSE
FALSE
TRUE
"Telecommunications
FALSE
FALSE
 Technology
FALSE
TRUE
FALSE
FALSE
TRUE
Other (please specify)
Food & Beverages
TRUE
FALSE
FALSE
FALSE
Healthcare & Pharmaceuticals
FALSE
FALSE
TRUE
FALSE
 and Extraction"
 Energy
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
Education
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 Internet & Electronics"
FALSE
FALSE
FALSE
NA
FALSE
FALSE
TRUE
"Telecommunications
FALSE
"Telecommunications
FALSE
FALSE
Finance & Financial Services
TRUE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
 Energy
TRUE
FALSE
Education
FALSE
FALSE
FALSE
Food & Beverages
FALSE
FALSE
FALSE
FALSE
Other (please specify)
FALSE
FALSE
Advertising & Marketing
FALSE
FALSE
FALSE
FALSE
FALSE
Other (please specify)
FALSE
Finance & Financial Services
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Education
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 Technology
FALSE
FALSE
Nonprofit
FALSE
 Technology
Healthcare & Pharmaceuticals
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
Entertainment & Leisure
FALSE
FALSE
FALSE
FALSE
FALSE
 Technology
TRUE
TRUE
FALSE
Insurance
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 Internet & Electronics"
FALSE
FALSE
FALSE
FALSE
FALSE
 Internet & Electronics"
FALSE
TRUE
FALSE
 Internet & Electronics"
TRUE
FALSE
Education
Other (please specify)
NA
FALSE
FALSE
Manufacturing
FALSE
FALSE
FALSE
 Technology
FALSE
TRUE
FALSE
Other (please specify)
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
Entertainment & Leisure
FALSE
FALSE
NA
TRUE
FALSE
FALSE
 Technology
TRUE
FALSE
FALSE
FALSE
Other (please specify)
FALSE
FALSE
Education
FALSE
FALSE
FALSE
TRUE
TRUE
Agriculture
TRUE
NA
Business Support & Logistics
 Internet & Electronics"
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
 Technology
TRUE
Entertainment & Leisure
Other (please specify)
 Technology
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
"Telecommunications
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
Other (please specify)
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
 Technology
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
 Technology
FALSE
FALSE
FALSE
FALSE
Other (please specify)
TRUE
FALSE
 Internet & Electronics"
FALSE
TRUE
FALSE
FALSE
FALSE
Real Estate
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
Education
FALSE
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Other (please specify)
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Other (please specify)
FALSE
TRUE
TRUE
FALSE
FALSE
 and Extraction"
FALSE
Education
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
Healthcare & Pharmaceuticals
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
TRUE
 and Homes"
Nonprofit
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Finance & Financial Services
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
Other (please specify)
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
NA
FALSE
Other (please specify)
FALSE
FALSE
FALSE
TRUE
Healthcare & Pharmaceuticals
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
Other (please specify)
FALSE
"Telecommunications
Healthcare & Pharmaceuticals
FALSE
FALSE
TRUE
FALSE
FALSE
TRUE
 Internet & Electronics"
TRUE
 Internet & Electronics"
Education
FALSE
FALSE
Other (please specify)
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Nonprofit
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
"Telecommunications
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
NA
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
NA
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
"Telecommunications
FALSE
FALSE
FALSE
FALSE
FALSE
NA
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
"Telecommunications
 Technology
Other (please specify)
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
 Internet & Electronics"
FALSE
 Internet & Electronics"
FALSE
Other (please specify)
FALSE
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
Government
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
 and Extraction"
FALSE
FALSE
Nonprofit
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Education
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
"Telecommunications
FALSE
"Utilities
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
 Internet & Electronics"
 Internet & Electronics"
FALSE
FALSE
Education
 Internet & Electronics"
FALSE
FALSE
 Internet & Electronics"
FALSE
FALSE
 Internet & Electronics"
TRUE
FALSE
Other (please specify)
Other (please specify)
FALSE
FALSE
FALSE
 and Homes"
TRUE
TRUE
Business Support & Logistics
Retail & Consumer Durables
TRUE
FALSE
TRUE
TRUE
FALSE
FALSE
Education
FALSE
FALSE
FALSE
FALSE
 Technology
FALSE
FALSE
TRUE
 Technology
TRUE
Entertainment & Leisure
"Telecommunications
FALSE
FALSE
FALSE
FALSE
Food & Beverages
FALSE
Other (please specify)
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 Internet & Electronics"
FALSE
FALSE
FALSE
"Telecommunications
FALSE
NA
Advertising & Marketing
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Education
FALSE
FALSE
FALSE
 Energy
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Healthcare & Pharmaceuticals
FALSE
FALSE
FALSE
FALSE
FALSE
Education
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 Technology
FALSE
FALSE
Nonprofit
FALSE
 Internet & Electronics"
FALSE
"Telecommunications
FALSE
FALSE
FALSE
Education
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
 Internet & Electronics"
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
Nonprofit
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
 Internet & Electronics"
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
Other (please specify)
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
NA
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Advertising & Marketing
FALSE
FALSE
FALSE
Finance & Financial Services
TRUE
Healthcare & Pharmaceuticals
 Internet & Electronics"
Healthcare & Pharmaceuticals
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 Internet & Electronics"
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
NA
"Telecommunications
FALSE
FALSE
"Telecommunications
 Internet & Electronics"
Education
FALSE
FALSE
FALSE
TRUE
FALSE
Education
FALSE
FALSE
FALSE
TRUE
FALSE
Other (please specify)
FALSE
TRUE
 Internet & Electronics"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Finance & Financial Services
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
"Telecommunications
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
TRUE
Education
Other (please specify)
Education
FALSE
FALSE
FALSE
 Machinery
FALSE
FALSE
TRUE
TRUE
FALSE
Nonprofit
FALSE
FALSE
FALSE
TRUE
 Internet & Electronics"
FALSE
FALSE
FALSE
FALSE
 Internet & Electronics"
Healthcare & Pharmaceuticals
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Education
FALSE
FALSE
TRUE
Education
FALSE
FALSE
FALSE
FALSE
 Technology
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
