studied_medicine
FALSE
FALSE
Bachelor's degree
FALSE
FALSE
Bachelor's degree
Master's degree
FALSE
FALSE
FALSE
FALSE
"Some college
TRUE
FALSE
Single
"Some college
FALSE
Doctoral degree
Master's degree
FALSE
FALSE
 no degree"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Doctoral degree
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
"Some college
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
"Some college
TRUE
TRUE
 no degree"
FALSE
Doctoral degree
FALSE
FALSE
Master's degree
FALSE
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Associate's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Doctoral degree
FALSE
TRUE
Bachelor's degree
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
Libertarian
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Master's degree
Bachelor's degree
TRUE
FALSE
Bachelor's degree
FALSE
FALSE
Bachelor's degree
FALSE
FALSE
Master's degree
FALSE
FALSE
FALSE
FALSE
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
Master's degree
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 no degree"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
Bachelor's degree
FALSE
FALSE
TRUE
FALSE
Professional degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
"Some college
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
Master's degree
FALSE
In a relationship (monogamous)
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Doctoral degree
TRUE
FALSE
FALSE
FALSE
Doctoral degree
FALSE
TRUE
Master's degree
FALSE
Bachelor's degree
Master's degree
Master's degree
FALSE
FALSE
Master's degree
High school graduate
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Master's degree
Master's degree
FALSE
FALSE
FALSE
FALSE
Master's degree
Master's degree
FALSE
FALSE
FALSE
 no degree"
Bachelor's degree
FALSE
Bachelor's degree
FALSE
Bachelor's degree
TRUE
Bachelor's degree
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Doctoral degree
FALSE
FALSE
FALSE
FALSE
TRUE
Bachelor's degree
Professional degree
FALSE
FALSE
Bachelor's degree
FALSE
FALSE
FALSE
TRUE
Associate's degree
FALSE
Master's degree
FALSE
NA
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
Doctoral degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Master's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
Bachelor's degree
FALSE
FALSE
FALSE
 no degree"
FALSE
FALSE
FALSE
 no degree"
FALSE
FALSE
Bachelor's degree
Master's degree
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
 or non-religious"
FALSE
FALSE
Bachelor's degree
Master's degree
FALSE
FALSE
FALSE
FALSE
Master's degree
FALSE
FALSE
Master's degree
FALSE
FALSE
Bachelor's degree
TRUE
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
"Some college
FALSE
FALSE
FALSE
FALSE
FALSE
Bachelor's degree
FALSE
FALSE
Bachelor's degree
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Doctoral degree
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
NA
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Master's degree
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
Bachelor's degree
Bachelor's degree
FALSE
NA
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Master's degree
FALSE
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
Master's degree
FALSE
Bachelor's degree
Associate's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Bachelor's degree
Master's degree
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
Bachelor's degree
FALSE
FALSE
NA
NA
FALSE
Bachelor's degree
FALSE
Master's degree
FALSE
TRUE
TRUE
FALSE
FALSE
 no degree"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
TRUE
 no degree"
FALSE
Master's degree
Bachelor's degree
Bachelor's degree
FALSE
FALSE
FALSE
Master's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Bachelor's degree
Bachelor's degree
FALSE
FALSE
FALSE
Bachelor's degree
Master's degree
FALSE
Professional degree
Doctoral degree
Master's degree
TRUE
FALSE
Bachelor's degree
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Bachelor's degree
High school graduate
FALSE
FALSE
FALSE
TRUE
FALSE
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Professional degree
FALSE
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Master's degree
FALSE
FALSE
FALSE
FALSE
Doctoral degree
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
Master's degree
Some high school
TRUE
FALSE
TRUE
FALSE
FALSE
TRUE
Bachelor's degree
FALSE
FALSE
Master's degree
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
Bachelor's degree
FALSE
FALSE
 no degree"
FALSE
FALSE
FALSE
Bachelor's degree
FALSE
FALSE
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
Bachelor's degree
Master's degree
FALSE
FALSE
FALSE
FALSE
FALSE
Master's degree
FALSE
FALSE
FALSE
Master's degree
Bachelor's degree
FALSE
FALSE
FALSE
Master's degree
FALSE
Bachelor's degree
Master's degree
FALSE
FALSE
Doctoral degree
FALSE
FALSE
FALSE
FALSE
Doctoral degree
Master's degree
FALSE
 no degree"
FALSE
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
Bachelor's degree
Doctoral degree
FALSE
FALSE
FALSE
FALSE
Professional degree
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
Master's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Master's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
Bachelor's degree
FALSE
Doctoral degree
Master's degree
TRUE
TRUE
FALSE
Master's degree
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
"Some college
Doctoral degree
FALSE
FALSE
FALSE
Doctoral degree
FALSE
TRUE
Master's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Master's degree
Bachelor's degree
TRUE
FALSE
FALSE
Professional degree
FALSE
FALSE
FALSE
FALSE
"Some college
Master's degree
FALSE
FALSE
FALSE
Doctoral degree
Doctoral degree
NA
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
Professional degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Master's degree
TRUE
TRUE
FALSE
TRUE
FALSE
Master's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Doctoral degree
TRUE
FALSE
Bachelor's degree
TRUE
Left
TRUE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
Bachelor's degree
TRUE
FALSE
Master's degree
TRUE
Master's degree
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
Bachelor's degree
Bachelor's degree
Master's degree
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Master's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
Married
Master's degree
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
Master's degree
FALSE
TRUE
Bachelor's degree
Bachelor's degree
FALSE
TRUE
FALSE
FALSE
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
Master's degree
FALSE
FALSE
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
Bachelor's degree
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
TRUE
TRUE
