Donation
1.21
2.2
2.31
2.42
3
4.62
5
5
5.4
5.44
5.78
5.78
8.1
8.47
9.08
9.25
10
10
10
10
10
11.56
11.56
11.56
11.56
11.56
11.56
11.56
11.56
11.56
11.56
11.56
11.56
13
13
13
13
13
13.49
13.59
13.59
13.59
14.79
18
18.49
20
20
20
20
20
20
20
20.81
22.42
23.05
23.05
23.05
23.12
23.12
24.21
25
25
25
25
25
26.98
27
27.18
27.24
28.91
28.91
28.91
29.19
30
30
30
30
30
30
32.51
32.51
34.69
34.69
34.69
34.69
34.69
34.69
34.69
35
36.98
38.42
39.01
39.01
39.01
39.01
39.01
40
44.38
45
45.05
46.25
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50.71
52.01
52.01
52.01
53.79
54.36
55.3
56.21
56.97
57.81
57.81
57.81
57.81
57.81
57.81
57.81
57.81
57.81
57.81
57.81
57.81
57.81
57.81
57.81
60
60
60
60
60
60
60
65
65.02
65.02
67.45
67.45
67.45
69.37
69.37
70
73.17
73.17
73.96
73.96
73.96
73.96
74.93
75
76.84
76.84
76.84
76.84
76.84
76.84
76.84
78.02
78.02
86.72
88.75
88.75
88.75
88.75
88.75
88.75
90
90
91.02
95.41
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100.55
100.55
101.18
104.02
107.93
107.93
108
110.53
110.94
112.59
115.62
115.62
115.62
115.62
115.62
115.62
115.62
115.62
115.62
115.62
115.62
115.62
115.62
115.62
115.62
115.62
115.62
115.62
117.03
117.7
120
121.05
121.41
122.95
127.18
127.43
130.03
130.03
130.03
130.03
130.03
130.03
130.03
130.03
132.63
133.13
135
135
136.69
138.75
139.79
144.53
147.92
147.92
147.92
147.92
150
150
150
150
150.31
153.68
153.84
156.04
156.04
156.04
156.04
156.04
156.04
156.04
160
166.75
169.04
169.04
170
173.43
173.43
173.43
173.43
173.43
173.43
173.43
177.51
180
184.42
184.42
189.45
192.3
195.05
195.05
200
200
200
200
200
200
200
200
200
200
200
200
200
201.1
202.35
207.09
208.05
208.05
208.05
221.89
221.89
221.89
230
230.53
230.53
231.24
240
242.1
250
250
250
250
250
250
250
250
250
250
250
251.37
252.75
254.37
260.06
260.06
260.06
260.06
268.95
269.4
269.8
269.99
289.06
295.85
295.85
300
300
300
300
300
300
300
300
300
300
301.65
301.65
307.37
312.07
312.07
330
346.87
346.87
346.87
346.87
346.87
346.87
346.87
346.87
346.87
346.87
350
360
360
365.84
369.81
369.81
369.81
369.81
372
374.66
384.21
384.21
390.09
390.09
390.09
390.09
390.09
400
402.2
404.68
404.68
404.68
407.15
415
416.24
416.24
420
432.36
443.77
450
450
450
450
450
450
450.29
450.93
450.93
455.11
455.11
461.05
462.49
462.49
465.42
468.11
468.11
468.11
468.11
468.11
484.2
500
500
500
500
500
500
500
500
500
500
500
500
500
500
500
500
500
500
500
500
500
500
500
500
500
500
500
519.95
520.12
520.12
537.89
543.55
561.82
566.59
576.9
578.11
578.11
578.11
578.11
578.11
578.11
578.11
578.11
578.11
578.11
578.11
578.11
578.11
578.11
578.11
580.08
585.14
589.47
600
600
600
600
600
600
600
600
600
600
600
600
600
605.25
614.74
614.74
624
624.15
649.8
650
650.15
650.15
650.15
693.73
693.73
700
700
700
700
712
739.62
739.62
739.62
739.62
739.62
739.62
763.11
768.42
768.42
768.42
768.42
768.42
768.42
780.18
800
800
800
800
807.49
809.36
809.36
825
850
875
884
887.54
887.54
887.54
901.04
910.21
922.1
944.98
961.5
975.23
975.23
982.79
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1000
1002
1002
1003
1009
1011.76
1012
1040.24
1040.24
1040.24
1061
1072.75
1079.21
1109.43
1109.43
1152.63
1152.63
1156.22
1156.22
1156.22
1156.22
1156.22
1156.22
1170.28
1170.28
1185.13
1200
1200
1200
1210.51
1248.72
1248.72
1256.86
1300.31
1300.31
1300.31
1300.31
1300.31
1300.31
1300.31
1300.31
1300.31
1300.31
1300.31
1300.31
1300.31
1300.31
1340.89
1349.96
1387.47
1421.58
1421.58
1450
1479.23
1479.23
1479.23
1479.23
1500
1500
1600.68
1625.38
1652
1734.33
1734.33
1759
1768
1849.96
1854.9
1860
1872.71
1885.44
1923
1950
1950.46
2000
2000
2000
2000
2000
2000
2000
2000
2000
2000
2000
2000
2000
2000
2000
2000
2008.97
2010.98
2033.95
2064
2081.2
2081.2
2082
2100
2218.85
2218.85
2218.85
2218.85
2218.85
2218.85
2236.53
2305.26
2312.45
2312.45
2312.45
2400
2400
2400
2486.19
2500
2500
2500
2500
2500
2588.66
2600.61
2600.61
2600.61
