ec_scale
NA
58
NA
NA
5
7
7
58
5
NA
5
7
7
58
7
NA
8
NA
6
NA
8
108
NA
NA
NA
NA
NA
58
108
NA
18
57
NA
NA
NA
NA
17
NA
NA
NA
16
NA
NA
58
NA
7
56
58
NA
NA
4
4
NA
108
6
NA
NA
NA
NA
108
8
NA
NA
NA
NA
5
108
57
58
NA
7
NA
NA
NA
58
NA
NA
8
8
NA
NA
NA
NA
4
6
57
7
7
16
4
NA
NA
7
NA
NA
NA
NA
NA
NA
NA
NA
108
7
NA
16
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
7
57
NA
8
8
58
58
NA
NA
58
NA
NA
NA
NA
NA
108
NA
8
58
NA
8
NA
108
58
108
8
5
NA
58
NA
NA
7
NA
108
6
8
NA
108
NA
58
NA
58
7
108
108
58
NA
58
6
NA
NA
58
108
NA
NA
4
108
5
5
7
NA
4
NA
NA
NA
NA
NA
NA
6
7
7
NA
NA
8
108
5
NA
NA
NA
108
7
7
NA
108
7
8
108
NA
58
NA
NA
58
7
57
NA
58
56
NA
7
NA
8
8
8
NA
NA
57
58
58
NA
NA
16
NA
NA
NA
16
7
NA
NA
NA
58
NA
6
108
NA
NA
17
NA
NA
8
NA
7
NA
8
NA
108
NA
NA
58
8
8
NA
58
16
NA
NA
58
NA
NA
6
8
NA
8
NA
108
8
57
NA
6
6
NA
NA
NA
108
NA
6
58
7
5
16
NA
NA
NA
NA
58
NA
6
8
NA
8
NA
NA
58
NA
NA
NA
58
4
NA
6
NA
NA
58
7
58
NA
NA
8
NA
NA
58
7
NA
NA
4
7
NA
NA
NA
58
NA
7
68
8
57
17
8
NA
NA
68
58
108
108
6
NA
7
NA
NA
NA
56
NA
NA
NA
NA
NA
NA
58
6
NA
58
NA
NA
8
8
108
58
NA
NA
8
8
57
NA
NA
NA
NA
5
NA
58
NA
5
8
NA
5
58
17
5
NA
NA
108
7
NA
NA
8
NA
NA
108
NA
NA
NA
NA
18
NA
68
7
NA
NA
6
8
NA
7
NA
7
58
NA
4
NA
56
28
108
NA
NA
NA
8
58
58
16
8
7
NA
5
4
6
16
NA
NA
58
108
NA
7
NA
58
NA
NA
7
NA
NA
NA
8
NA
6
5
NA
NA
NA
56
58
NA
6
NA
NA
NA
108
108
NA
58
8
NA
NA
57
108
108
16
NA
58
108
7
58
NA
NA
8
NA
NA
NA
NA
108
NA
NA
NA
58
7
NA
18
NA
NA
108
6
NA
5
8
8
7
NA
NA
58
NA
58
58
NA
NA
108
8
NA
8
NA
NA
NA
7
NA
NA
NA
108
7
8
NA
NA
NA
8
108
7
NA
NA
NA
57
NA
NA
108
NA
108
58
16
NA
NA
NA
NA
NA
58
NA
108
NA
NA
NA
5
NA
58
5
NA
NA
108
NA
6
58
NA
8
NA
NA
58
NA
NA
NA
NA
7
6
58
58
NA
NA
17
NA
7
NA
NA
NA
16
108
NA
NA
NA
NA
NA
5
NA
NA
108
NA
5
NA
NA
8
NA
NA
108
NA
8
6
4
8
58
NA
56
NA
NA
58
NA
58
NA
NA
NA
7
6
7
NA
NA
8
NA
NA
16
28
NA
NA
58
4
NA
NA
58
NA
108
NA
7
5
NA
NA
58
NA
NA
7
NA
NA
NA
NA
58
108
108
NA
108
6
NA
NA
108
6
6
7
8
108
NA
7
NA
108
NA
108
NA
NA
NA
NA
NA
108
5
8
8
NA
NA
NA
57
5
108
NA
57
5
NA
8
NA
NA
108
6
8
NA
NA
NA
108
108
7
NA
NA
NA
NA
NA
8
8
108
8
8
16
NA
8
57
NA
8
NA
7
NA
58
NA
6
6
7
NA
7
NA
NA
58
8
NA
57
NA
8
NA
58
108
108
108
108
8
108
NA
NA
NA
NA
6
NA
57
NA
NA
NA
NA
NA
108
5
6
NA
NA
8
NA
5
NA
4
6
NA
8
NA
6
NA
7
5
NA
NA
58
58
56
108
108
4
108
8
16
5
NA
108
NA
4
NA
NA
7
6
58
NA
6
NA
57
NA
58
7
7
108
4
NA
7
NA
4
NA
NA
NA
NA
16
NA
NA
NA
NA
NA
58
NA
6
8
57
NA
108
NA
NA
NA
NA
NA
6
7
8
NA
6
NA
NA
108
108
6
NA
56
57
8
NA
5
NA
8
NA
NA
NA
58
NA
NA
7
6
7
57
NA
NA
28
57
NA
7
NA
58
NA
NA
56
108
NA
NA
108
8
NA
8
7
5
5
18
16
NA
6
NA
NA
NA
56
8
NA
17
NA
NA
6
108
NA
6
4
NA
NA
58
NA
NA
NA
6
NA
108
NA
7
8
NA
6
NA
58
7
NA
108
NA
NA
17
NA
NA
NA
NA
108
58
NA
NA
NA
108
7
4
57
4
NA
18
8
NA
NA
108
5
NA
NA
NA
NA
NA
8
7
7
NA
NA
NA
6
NA
NA
NA
6
8
58
NA
18
NA
7
8
58
NA
NA
7
NA
6
NA
NA
58
NA
NA
6
NA
4
NA
7
57
7
NA
58
58
108
16
57
108
NA
NA
7
NA
NA
108
NA
6
NA
4
NA
8
NA
NA
6
NA
NA
7
6
NA
6
NA
NA
8
NA
17
8
58
4
5
56
58
NA
58
NA
6
NA
NA
NA
NA
8
7
6
NA
17
58
NA
6
7
NA
58
108
NA
NA
5
NA
16
NA
6
8
108
NA
NA
58
NA
NA
NA
NA
NA
NA
57
NA
NA
NA
68
NA
7
7
108
NA
8
8
NA
NA
NA
58
NA
8
6
8
8
NA
7
NA
6
NA
7
7
5
NA
58
NA
NA
NA
6
58
58
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
57
16
17
58
NA
NA
8
NA
NA
6
NA
NA
17
NA
58
108
NA
NA
NA
58
57
7
NA
NA
NA
NA
8
108
NA
NA
NA
NA
NA
4
NA
NA
NA
7
NA
NA
NA
58
NA
7
NA
5
NA
56
7
7
58
4
7
NA
NA
NA
NA
NA
58
NA
16
8
6
5
NA
NA
NA
NA
8
16
5
NA
NA
108
NA
NA
108
NA
NA
108
NA
8
17
7
16
58
NA
NA
5
NA
NA
NA
NA
7
NA
NA
NA
NA
58
6
NA
NA
56
58
NA
NA
28
NA
5
NA
8
NA
NA
6
58
4
8
NA
NA
NA
6
7
8
58
NA
NA
5
NA
16
NA
7
5
58
NA
7
5
NA
NA
NA
NA
NA
7
8
8
7
6
NA
18
NA
NA
NA
58
4
NA
8
NA
16
108
108
8
8
58
NA
8
NA
58
NA
NA
5
4
NA
NA
108
NA
58
7
NA
7
6
NA
7
NA
8
NA
NA
NA
NA
NA
5
57
NA
NA
NA
17
NA
7
NA
NA
NA
6
NA
108
NA
NA
NA
NA
16
58
NA
NA
16
NA
NA
NA
8
NA
8
6
NA
8
NA
4
108
8
NA
8
6
NA
6
NA
58
NA
57
56
NA
8
108
7
NA
4
8
58
NA
NA
NA
NA
NA
58
NA
108
NA
NA
NA
58
7
NA
NA
NA
NA
NA
57
NA
108
NA
6
7
28
5
NA
NA
NA
17
6
4
NA
NA
58
NA
108
7
6
58
NA
NA
108
58
NA
NA
6
7
NA
NA
6
7
NA
NA
108
108
NA
108
8
NA
16
NA
NA
7
NA
58
NA
NA
NA
8
NA
4
8
58
58
NA
NA
NA
57
NA
108
8
58
8
58
NA
6
NA
NA
NA
108
7
NA
57
NA
58
NA
NA
8
NA
58
NA
NA
NA
108
NA
8
NA
57
4
NA
6
108
NA
NA
7
8
NA
NA
NA
57
NA
NA
NA
58
NA
NA
NA
NA
NA
16
NA
58
NA
7
16
7
6
8
7
7
NA
NA
57
NA
108
17
NA
NA
NA
NA
108
58
8
58
58
7
7
6
108
NA
NA
NA
NA
NA
NA
4
58
16
NA
58
7
58
108
8
NA
18
NA
4
7
NA
NA
7
NA
NA
NA
NA
NA
58
7
NA
NA
NA
108
NA
7
7
8
NA
58
6
NA
5
8
NA
58
6
NA
7
NA
6
NA
6
NA
58
5
NA
4
NA
16
NA
NA
NA
58
17
16
NA
NA
NA
NA
NA
108
68
NA
NA
6
5
8
8
NA
NA
NA
NA
NA
NA
NA
NA
8
58
5
NA
58
NA
7
NA
NA
8
4
NA
NA
NA
16
4
108
7
108
108
NA
16
NA
16
8
NA
16
6
6
NA
16
NA
NA
6
NA
6
NA
NA
NA
NA
8
16
7
28
NA
5
16
8
NA
108
6
NA
NA
NA
NA
NA
NA
NA
NA
7
58
4
7
NA
NA
8
NA
NA
6
NA
18
4
5
NA
16
7
7
57
NA
NA
NA
7
NA
16
5
58
16
NA
28
58
17
6
NA
NA
6
7
5
28
18
4
NA
NA
4
NA
17
NA
NA
7
8
4
16
18
5
4
8
7
4
5
6
6
4
NA
58
7
NA
NA
NA
4
5
NA
NA
NA
NA
NA
NA
7
NA
6
NA
58
58
NA
NA
18
NA
7
108
NA
58
6
6
8
5
NA
7
NA
58
7
16
5
8
108
6
58
7
8
NA
7
NA
NA
NA
17
58
5
4
108
7
NA
108
57
NA
8
NA
NA
108
NA
NA
6
58
NA
NA
17
8
7
6
18
NA
16
NA
NA
17
NA
NA
4
7
NA
16
6
NA
NA
7
NA
NA
NA
8
NA
NA
58
7
NA
58
NA
NA
NA
57
7
58
NA
NA
68
7
NA
8
NA
8
5
NA
NA
NA
58
16
16
6
NA
7
NA
8
7
108
8
5
NA
16
58
NA
57
NA
28
8
NA
NA
58
NA
6
NA
5
108
NA
NA
4
108
NA
8
58
8
NA
NA
6
NA
NA
NA
NA
5
NA
8
57
5
16
NA
NA
NA
108
6
NA
NA
NA
NA
16
NA
8
8
58
8
58
NA
NA
108
NA
18
NA
108
NA
57
108
NA
57
6
5
4
7
NA
NA
NA
5
NA
NA
8
NA
8
NA
58
NA
56
8
NA
NA
108
58
NA
7
NA
28
NA
5
5
NA
58
57
NA
NA
6
NA
6
6
108
NA
NA
8
NA
58
108
18
NA
56
NA
57
NA
NA
NA
NA
6
7
NA
4
6
NA
NA
NA
8
NA
NA
NA
NA
NA
57
NA
NA
5
6
57
NA
NA
108
6
NA
NA
6
58
58
NA
NA
NA
NA
NA
6
NA
16
8
8
16
7
NA
NA
7
6
NA
8
NA
NA
NA
NA
NA
7
NA
5
7
NA
8
58
NA
5
NA
7
108
NA
17
108
7
6
8
7
58
58
NA
16
NA
58
8
6
4
NA
28
NA
68
NA
4
NA
16
NA
7
5
NA
7
58
5
8
NA
6
8
57
NA
57
4
NA
8
NA
NA
8
NA
NA
NA
NA
68
57
NA
7
7
NA
8
4
57
58
58
NA
4
57
6
NA
NA
108
58
5
NA
8
NA
6
7
58
4
NA
16
NA
108
8
58
NA
NA
NA
NA
57
5
7
NA
8
NA
NA
NA
5
8
NA
57
7
7
NA
108
57
NA
NA
6
8
8
NA
8
NA
NA
