big_five_emotionally_stable_scale
NA
NA
NA
5
4
3
9
6
5
6
6
5
7
9
5
2
2
NA
11
5
NA
NA
NA
4
7
NA
NA
NA
NA
NA
NA
11
NA
6
NA
3
11
NA
NA
4
NA
11
8
NA
NA
3
4
6
7
NA
7
NA
11
5
3
3
3
4
5
5
7
NA
NA
2
NA
NA
NA
9
2
12
4
8
6
NA
4
11
NA
4
NA
NA
4
NA
NA
3
7
NA
NA
3
8
4
8
NA
NA
7
NA
NA
8
NA
NA
8
7
NA
11
3
NA
NA
2
NA
NA
7
7
NA
NA
2
3
NA
6
NA
NA
NA
5
3
9
NA
NA
6
9
NA
3
NA
4
5
NA
NA
NA
9
9
2
7
NA
13
NA
11
3
5
7
3
NA
12
12
NA
10
NA
4
7
NA
NA
7
NA
8
NA
3
6
NA
NA
8
5
NA
3
10
7
NA
NA
9
NA
NA
NA
NA
NA
NA
8
3
11
4
NA
NA
NA
11
7
NA
NA
NA
NA
4
NA
6
7
8
5
12
NA
NA
5
NA
7
NA
3
NA
9
3
NA
4
7
11
6
10
NA
NA
NA
6
NA
NA
8
NA
11
NA
8
NA
2
4
NA
NA
5
8
NA
4
NA
2
NA
10
4
NA
2
2
NA
NA
11
NA
3
4
8
NA
NA
8
NA
6
10
5
NA
8
2
3
NA
NA
NA
NA
5
9
NA
6
8
NA
NA
NA
3
NA
NA
NA
NA
NA
12
NA
NA
6
9
8
NA
NA
3
NA
NA
NA
4
12
8
NA
NA
NA
NA
NA
5
NA
2
8
8
2
7
NA
NA
4
5
NA
5
NA
NA
NA
NA
NA
2
NA
6
3
NA
NA
8
NA
3
NA
6
4
NA
2
11
9
2
4
6
11
6
NA
11
NA
9
11
NA
7
NA
3
NA
9
NA
6
NA
8
NA
11
9
NA
NA
5
2
8
NA
6
9
9
NA
11
10
NA
4
NA
NA
4
NA
NA
NA
NA
7
4
NA
11
6
NA
5
5
2
7
5
NA
2
13
NA
NA
NA
6
2
5
NA
4
NA
7
2
6
6
NA
8
NA
12
9
NA
NA
NA
NA
NA
11
10
3
NA
8
NA
NA
NA
NA
5
NA
6
11
9
NA
6
4
NA
NA
10
2
8
NA
13
NA
NA
NA
6
NA
NA
NA
5
NA
7
NA
11
2
5
6
4
14
3
3
7
NA
NA
NA
NA
2
6
13
NA
6
7
3
5
NA
NA
NA
3
11
9
9
NA
9
NA
7
7
7
NA
NA
NA
6
2
5
NA
2
4
NA
NA
2
3
2
7
2
NA
NA
7
9
10
NA
6
2
NA
3
NA
NA
11
NA
NA
5
NA
3
NA
12
NA
7
7
6
3
NA
13
NA
9
NA
8
3
NA
NA
NA
NA
6
4
NA
NA
12
2
5
11
5
2
2
NA
12
NA
5
7
NA
5
3
NA
12
6
3
7
9
11
NA
13
NA
NA
NA
NA
4
13
6
6
10
9
NA
14
11
2
2
8
3
NA
10
NA
NA
NA
NA
11
NA
NA
12
NA
NA
8
2
9
NA
11
13
11
3
8
NA
NA
3
NA
NA
NA
NA
3
NA
NA
NA
NA
14
NA
8
4
9
NA
NA
2
2
10
8
NA
NA
3
NA
3
4
3
NA
NA
8
7
7
8
NA
NA
5
2
NA
NA
NA
6
6
8
13
8
NA
10
6
NA
3
10
NA
NA
10
5
13
NA
4
14
NA
NA
6
8
NA
NA
NA
5
NA
6
4
10
3
NA
10
NA
10
5
13
8
8
7
8
2
NA
NA
NA
4
NA
12
7
7
9
6
NA
NA
NA
NA
NA
NA
6
3
4
NA
NA
4
2
NA
10
NA
NA
NA
14
2
5
NA
NA
3
NA
NA
3
12
NA
6
NA
8
7
9
NA
NA
3
8
NA
NA
4
NA
2
NA
9
5
6
7
NA
6
6
NA
NA
NA
4
NA
NA
3
9
8
6
NA
3
9
NA
3
11
9
NA
4
NA
8
2
NA
5
NA
7
NA
6
2
7
6
NA
3
10
NA
8
2
NA
NA
NA
NA
14
11
2
3
8
14
6
2
9
NA
6
4
2
NA
3
9
NA
NA
5
6
NA
NA
NA
10
8
NA
NA
6
3
5
11
9
4
6
5
11
3
4
NA
NA
8
NA
NA
8
4
11
NA
7
NA
NA
2
2
5
NA
NA
2
10
NA
4
NA
5
10
NA
6
8
8
2
NA
4
2
NA
NA
3
NA
NA
NA
NA
NA
NA
5
NA
NA
NA
NA
NA
4
5
NA
NA
12
3
8
NA
11
2
NA
NA
2
NA
10
NA
NA
NA
14
7
NA
NA
5
NA
NA
NA
NA
NA
4
4
NA
NA
4
5
