big_five_emotionally_stable_scale
NA
4
NA
NA
8
10
5
3
10
NA
5
11
NA
2
4
10
12
NA
6
NA
9
8
NA
NA
NA
NA
NA
2
2
NA
2
4
NA
NA
11
NA
2
NA
NA
NA
12
NA
NA
4
NA
5
2
4
NA
NA
3
12
NA
NA
2
NA
2
NA
NA
9
3
NA
NA
NA
NA
5
NA
14
9
NA
4
NA
NA
NA
12
NA
NA
5
9
NA
NA
NA
NA
10
7
6
3
5
2
11
NA
NA
7
NA
NA
NA
NA
NA
NA
NA
NA
13
NA
NA
8
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
5
6
NA
5
5
10
6
NA
NA
9
NA
NA
NA
NA
NA
7
NA
11
4
NA
8
NA
8
NA
3
10
5
NA
10
NA
NA
4
NA
6
11
6
NA
10
NA
9
NA
6
6
10
11
7
NA
6
4
NA
NA
7
12
NA
NA
9
7
2
3
6
NA
3
NA
NA
NA
NA
NA
NA
7
4
2
NA
NA
5
14
4
NA
NA
NA
13
4
3
NA
7
8
9
6
NA
4
NA
NA
6
3
NA
NA
13
NA
NA
3
NA
8
4
6
NA
NA
4
2
6
NA
NA
3
NA
NA
NA
7
2
NA
NA
NA
2
NA
3
7
NA
NA
6
NA
NA
2
NA
10
NA
NA
NA
5
NA
NA
9
3
NA
NA
NA
8
NA
NA
13
NA
NA
4
6
NA
5
NA
11
5
10
NA
5
5
NA
NA
NA
5
NA
6
3
3
5
7
NA
NA
NA
NA
2
NA
4
3
NA
4
NA
NA
2
NA
NA
NA
8
6
NA
5
NA
NA
10
5
4
NA
NA
10
NA
NA
9
3
NA
NA
3
8
NA
NA
NA
4
NA
4
9
10
4
5
4
NA
NA
9
NA
7
5
NA
NA
9
NA
NA
NA
6
NA
NA
NA
NA
NA
NA
7
10
NA
7
NA
7
8
8
3
3
NA
NA
3
3
10
NA
NA
NA
NA
11
NA
5
NA
10
4
NA
4
7
5
8
NA
NA
3
4
NA
NA
4
NA
NA
9
NA
NA
8
3
6
NA
3
NA
NA
NA
3
8
NA
7
NA
10
3
NA
4
NA
2
5
10
NA
NA
NA
5
7
2
4
5
5
NA
4
4
7
4
NA
NA
NA
7
NA
5
NA
4
NA
NA
6
NA
NA
NA
NA
NA
6
12
NA
NA
NA
10
7
NA
4
NA
NA
NA
4
7
NA
2
6
NA
NA
8
2
9
5
NA
12
6
8
6
NA
NA
9
NA
NA
NA
NA
4
NA
NA
NA
6
6
NA
10
NA
NA
3
10
NA
3
4
NA
13
NA
NA
3
NA
2
11
NA
NA
5
5
NA
NA
NA
NA
NA
5
NA
NA
NA
5
6
3
NA
NA
NA
9
2
2
NA
NA
NA
9
NA
NA
3
NA
2
6
3
NA
NA
NA
NA
NA
7
NA
8
NA
NA
NA
8
NA
4
2
NA
NA
6
NA
8
9
NA
7
NA
NA
6
NA
NA
NA
NA
6
3
9
7
NA
NA
4
NA
10
NA
NA
NA
10
10
NA
NA
NA
NA
NA
5
NA
NA
6
NA
8
NA
NA
4
NA
NA
7
NA
4
4
2
7
4
NA
4
NA
NA
6
NA
4
NA
NA
NA
5
2
8
NA
NA
12
NA
NA
4
3
NA
NA
7
14
NA
NA
2
NA
8
NA
3
9
NA
NA
7
NA
NA
7
NA
NA
NA
NA
3
4
2
NA
5
10
NA
NA
5
8
4
6
4
7
NA
3
NA
14
NA
NA
NA
NA
NA
NA
NA
9
8
5
2
NA
NA
NA
3
6
5
NA
9
NA
NA
10
NA
NA
11
4
8
NA
NA
NA
NA
2
NA
NA
NA
NA
NA
NA
6
8
7
7
12
2
NA
4
4
NA
4
NA
8
NA
11
NA
8
8
6
NA
4
NA
NA
6
3
NA
7
NA
10
NA
13
12
10
10
12
12
9
NA
NA
NA
NA
NA
NA
2
NA
NA
NA
NA
NA
8
6
11
NA
NA
5
NA
7
NA
7
2
NA
10
NA
5
NA
3
2
NA
NA
7
NA
2
2
8
4
10
9
7
4
NA
8
NA
2
NA
NA
6
3
2
NA
5
8
6
NA
3
9
5
5
4
NA
7
NA
2
NA
NA
NA
NA
2
NA
NA
NA
NA
NA
12
NA
2
5
7
NA
10
NA
NA
NA
NA
NA
4
7
13
NA
6
NA
NA
2
8
7
NA
6
9
9
NA
3
NA
5
NA
NA
NA
6
NA
NA
7
4
9
9
NA
NA
NA
6
NA
5
NA
8
NA
NA
5
3
NA
NA
6
9
NA
5
4
10
3
4
2
NA
3
NA
NA
NA
5
3
4
8
NA
NA
2
NA
NA
4
4
NA
NA
7
NA
NA
NA
2
NA
2
NA
6
10
NA
6
NA
9
11
NA
14
NA
NA
5
NA
NA
NA
NA
5
7
NA
NA
NA
10
6
7
3
3
NA
11
6
NA
NA
2
3
NA
NA
NA
NA
NA
9
4
4
NA
NA
NA
3
NA
NA
NA
10
9
4
NA
6
8
4
8
5
NA
NA
8
NA
7
NA
NA
4
NA
NA
10
NA
2
NA
6
10
7
NA
6
7
12
6
3
4
NA
NA
2
NA
NA
4
NA
7
NA
7
NA
5
NA
NA
5
NA
NA
5
12
NA
8
NA
NA
3
NA
5
6
3
2
4
5
4
NA
6
NA
2
NA
NA
NA
NA
9
6
10
NA
3
6
NA
4
11
NA
3
10
NA
NA
8
NA
5
NA
4
8
6
NA
NA
4
NA
NA
NA
NA
NA
NA
3
13
NA
NA
13
NA
9
6
6
NA
7
8
NA
NA
NA
8
NA
7
5
4
NA
NA
2
NA
2
NA
6
5
4
NA
7
NA
NA
NA
5
5
9
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
5
2
NA
3
NA
NA
2
NA
NA
3
NA
NA
9
NA
9
10
NA
NA
NA
3
5
3
NA
NA
NA
NA
3
9
NA
NA
NA
NA
NA
4
NA
NA
NA
3
NA
NA
NA
9
NA
4
NA
6
NA
14
5
4
4
2
3
NA
NA
NA
NA
NA
NA
NA
4
11
12
8
NA
NA
NA
NA
8
8
2
NA
NA
9
NA
NA
8
NA
NA
6
NA
4
2
3
4
7
NA
NA
7
NA
NA
NA
NA
2
NA
NA
NA
NA
11
2
NA
NA
4
7
NA
NA
5
NA
5
NA
3
NA
NA
9
4
4
4
NA
NA
NA
2
2
8
6
NA
NA
8
12
12
NA
4
2
6
NA
12
7
NA
NA
NA
NA
NA
7
8
5
4
2
NA
NA
NA
NA
NA
12
4
NA
10
NA
3
6
2
10
7
11
NA
9
NA
3
NA
NA
4
6
NA
NA
7
NA
2
3
NA
NA
5
NA
7
NA
6
NA
NA
8
NA
NA
12
2
NA
NA
NA
4
NA
NA
NA
NA
NA
2
NA
7
NA
NA
NA
NA
4
4
NA
NA
3
NA
NA
NA
7
NA
4
5
NA
8
NA
3
6
4
NA
6
NA
NA
4
NA
6
NA
5
3
NA
4
7
5
NA
6
8
11
NA
NA
NA
NA
NA
5
NA
6
NA
NA
NA
9
3
NA
NA
NA
NA
NA
9
NA
6
NA
12
NA
7
8
NA
NA
NA
3
11
8
NA
NA
6
NA
8
4
9
3
NA
NA
4
3
NA
NA
10
8
NA
NA
13
4
NA
NA
4
12
NA
4
3
NA
3
NA
NA
10
NA
5
NA
NA
NA
4
NA
2
6
9
3
NA
NA
NA
6
NA
9
4
8
3
5
NA
9
NA
NA
NA
4
8
2
5
NA
8
NA
NA
7
NA
3
NA
NA
NA
3
NA
8
NA
2
5
NA
2
9
NA
NA
4
2
NA
NA
NA
4
NA
NA
NA
12
NA
NA
NA
NA
NA
6
NA
4
NA
6
4
8
5
3
6
11
NA
NA
9
NA
4
2
NA
NA
NA
NA
13
3
8
2
10
4
7
9
4
NA
NA
NA
NA
NA
NA
3
7
2
NA
12
7
9
NA
4
NA
4
NA
2
5
NA
NA
10
NA
NA
NA
NA
NA
3
2
NA
NA
NA
9
NA
8
2
5
NA
12
8
NA
6
NA
NA
8
4
NA
7
NA
9
NA
5
NA
2
9
NA
5
NA
7
NA
NA
NA
6
NA
9
NA
NA
NA
NA
NA
11
3
NA
NA
5
3
5
11
NA
NA
NA
NA
NA
NA
NA
NA
8
4
13
NA
3
NA
6
NA
NA
7
11
NA
NA
NA
2
4
9
6
12
5
NA
12
NA
2
8
NA
8
3
3
NA
8
NA
NA
10
NA
11
NA
NA
NA
NA
8
2
6
4
NA
3
2
3
NA
14
2
NA
NA
NA
NA
NA
NA
NA
NA
6
6
5
4
NA
NA
3
NA
NA
7
NA
NA
9
2
NA
8
2
10
2
NA
NA
NA
3
NA
5
7
8
14
NA
6
9
4
13
NA
NA
3
2
NA
6
2
NA
NA
NA
5
NA
