race_asian
FALSE
FALSE
FALSE
FALSE
Male
TRUE
FALSE
772"
120000
FALSE
Male
TRUE
FALSE
FALSE
000"
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
15000
1000
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
TRUE
25000
FALSE
NA
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
"$2
FALSE
FALSE
Female
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Female
000"
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
Male
FALSE
000"
TRUE
"$170
Male
FALSE
FALSE
FALSE
Male
Male
Male
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
Female
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Male
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
Female
FALSE
FALSE
"1
FALSE
FALSE
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
Female
FALSE
FALSE
FALSE
NA
FALSE
FALSE
FALSE
Male
FALSE
FALSE
FALSE
FALSE
600"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Male
Male
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
 but it is a consideration I need to take carefully due to financial circumstances and pressures this year in particular"
Male
Female
FALSE
FALSE
TRUE
FALSE
FALSE
Male
FALSE
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
"425
FALSE
FALSE
Male
"34727
FALSE
13000
FALSE
FALSE
Female
5000
Male
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
Male
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
1500
FALSE
FALSE
50000
FALSE
FALSE
"<e5><a3>1
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
000"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
Female
NA
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
NA
FALSE
TRUE
FALSE
Male
FALSE
100
TRUE
FALSE
FALSE
Male
FALSE
FALSE
130000
TRUE
FALSE
FALSE
TRUE
FALSE
500
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
Female
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
000"
Male
Female
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
0
"$100
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
Male
Female
Male
FALSE
Male
FALSE
FALSE
Male
FALSE
Female
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
100
FALSE
don't know yet
<e5><a3>270
3000
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 which is contagious to other people. In a rich society
Male
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Female
FALSE
6000
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
0
FALSE
FALSE
Prefer Not to Answer
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
"$7
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
1640
FALSE
2845
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
Male
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
Female
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Male
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
000"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
12000
Female
FALSE
TRUE
"1
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Male
FALSE
660
FALSE
NA
TRUE
FALSE
TRUE
FALSE
FALSE
000"
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
000"
FALSE
Male
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
"14
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
000"
FALSE
FALSE
FALSE
FALSE
500"
1000
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
NA
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
NA
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Female
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
NA
Male
FALSE
FALSE
FALSE
FALSE
FALSE
"2
FALSE
FALSE
TRUE
150
FALSE
FALSE
TRUE
FALSE
TRUE
Male
Male
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
Female
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
Female
Male
Male
FALSE
FALSE
TRUE
FALSE
FALSE
500"
500"
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
12000
Male
FALSE
FALSE
FALSE
FALSE
Female
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
Female
FALSE
000"
FALSE
TRUE
NA
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
$500
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
2690
FALSE
FALSE
NA
Female
FALSE
FALSE
FALSE
FALSE
not yet certain
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
Male
FALSE
FALSE
FALSE
3000
FALSE
FALSE
FALSE
000"
Male
FALSE
FALSE
FALSE
Male
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Male
TRUE
FALSE
500"
TRUE
FALSE
5500
TRUE
FALSE
TRUE
FALSE
"1
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Female
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
"20
FALSE
500
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
Male
Male
FALSE
FALSE
100
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
Male
FALSE
FALSE
FALSE
FALSE
FALSE
Female
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
NA
Female
<e5><a3>29000
FALSE
Male
FALSE
Female
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Female
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
000"
FALSE
FALSE
TRUE
FALSE
<e5><a3>600
FALSE
TRUE
FALSE
TRUE
000"
000"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Female
FALSE
Male
FALSE
FALSE
Male
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 locally and nationally (in all nations)
Male
FALSE
"<e5><a3>3
2400
FALSE
FALSE
TRUE
FALSE
Female
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
Male
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Female
000"
TRUE
FALSE
FALSE
FALSE
500
FALSE
FALSE
FALSE
FALSE
Female
Male
Male
FALSE
FALSE
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
"All our giving was joint
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
NA
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
Female
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
NA
FALSE
NA
"$5
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
NA
FALSE
FALSE
000"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
TRUE
400
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
000"
NA
TRUE
Male
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
100
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
10
FALSE
TRUE
FALSE
FALSE
don't recall
NA
FALSE
TRUE
Female
FALSE
FALSE
FALSE
"6
FALSE
FALSE
FALSE
100
500"
FALSE
 + I work at a reduced salary in order to support the nonprofit where I work"
FALSE
FALSE
FALSE
FALSE
Female
FALSE
FALSE
FALSE
500
FALSE
FALSE
FALSE
FALSE
FALSE
16000
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Female
FALSE
FALSE
Male
FALSE
Female
Male
FALSE
FALSE
FALSE
FALSE
