big_five_open_scale
NA
13
NA
NA
7
13
11
11
10
NA
11
14
NA
10
9
12
13
NA
11
NA
8
9
NA
NA
NA
NA
NA
12
14
NA
13
9
NA
NA
6
NA
9
NA
NA
NA
9
NA
NA
6
NA
10
12
11
NA
NA
14
14
NA
NA
11
NA
12
NA
NA
12
14
NA
NA
NA
NA
10
NA
10
14
NA
12
NA
NA
NA
11
NA
NA
13
12
NA
NA
NA
NA
7
11
5
11
11
11
13
NA
NA
9
NA
NA
NA
NA
NA
NA
NA
NA
14
NA
NA
10
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
9
12
NA
11
12
14
10
NA
NA
11
NA
NA
NA
NA
NA
14
NA
8
13
NA
11
NA
14
12
13
10
12
NA
13
NA
NA
10
NA
11
6
11
NA
11
NA
9
NA
11
12
12
7
5
NA
12
13
NA
NA
11
14
NA
NA
7
14
14
10
11
NA
8
NA
NA
NA
NA
NA
NA
11
8
13
NA
NA
12
12
11
NA
NA
NA
14
9
8
NA
13
14
8
14
NA
9
NA
NA
12
7
NA
NA
13
NA
NA
9
NA
9
13
13
NA
NA
11
10
13
NA
NA
12
NA
NA
NA
14
14
NA
NA
NA
9
NA
12
12
NA
NA
9
NA
NA
12
NA
12
NA
NA
NA
14
NA
NA
8
14
NA
NA
NA
6
NA
NA
14
NA
NA
9
12
NA
11
NA
9
13
7
NA
11
13
NA
NA
NA
10
NA
10
11
10
9
7
NA
NA
NA
NA
14
NA
14
12
NA
11
NA
NA
13
NA
NA
NA
8
8
NA
10
NA
NA
14
10
11
NA
NA
13
NA
NA
8
11
NA
NA
12
11
NA
NA
NA
9
NA
14
12
8
12
6
9
NA
NA
12
NA
11
11
NA
NA
8
NA
NA
NA
13
NA
NA
NA
NA
NA
NA
12
12
NA
13
NA
10
5
9
14
13
NA
NA
11
13
8
NA
NA
NA
NA
12
NA
13
NA
8
8
NA
8
9
11
9
NA
NA
13
12
NA
NA
12
NA
NA
13
NA
NA
8
10
8
NA
12
NA
NA
NA
8
10
NA
10
NA
12
8
NA
6
NA
13
8
13
NA
NA
NA
10
13
13
11
11
10
NA
8
10
8
14
NA
NA
13
8
NA
9
NA
10
NA
NA
12
NA
NA
NA
NA
NA
12
14
NA
NA
NA
12
8
NA
14
NA
NA
NA
9
10
NA
13
10
NA
NA
13
13
14
6
NA
4
13
11
14
NA
NA
12
NA
NA
NA
NA
13
NA
NA
NA
11
11
NA
11
NA
NA
13
9
NA
12
12
NA
13
NA
NA
10
NA
13
13
NA
NA
13
13
NA
NA
NA
NA
NA
13
NA
NA
NA
14
7
12
NA
NA
NA
9
14
11
NA
NA
NA
9
NA
NA
12
NA
14
14
10
NA
NA
NA
NA
NA
10
NA
11
NA
NA
NA
11
NA
12
8
NA
NA
13
NA
10
12
NA
9
NA
NA
11
NA
NA
NA
NA
8
8
14
14
NA
NA
13
NA
8
NA
NA
NA
14
11
NA
NA
NA
NA
NA
14
NA
NA
11
NA
10
NA
NA
11
NA
NA
11
NA
12
11
10
9
13
NA
11
NA
NA
13
NA
13
NA
NA
NA
11
11
12
NA
NA
11
NA
NA
7
13
NA
NA
11
7
NA
NA
12
NA
11
NA
12
14
NA
NA
10
NA
NA
14
NA
NA
NA
NA
14
11
13
NA
14
11
NA
NA
14
10
12
8
12
10
NA
9
NA
8
NA
NA
NA
NA
NA
NA
NA
14
11
10
13
NA
NA
NA
11
10
14
NA
11
9
NA
8
NA
NA
14
11
8
NA
NA
NA
NA
14
NA
NA
NA
NA
NA
NA
11
13
14
14
9
10
NA
13
11
NA
9
NA
10
NA
12
NA
9
12
11
NA
14
NA
NA
14
10
NA
8
NA
14
NA
13
8
13
13
14
11
9
NA
NA
NA
NA
NA
NA
13
NA
NA
NA
NA
NA
14
9
8
NA
NA
12
NA
10
NA
8
13
NA
12
NA
13
NA
9
7
NA
NA
12
NA
10
12
13
13
12
11
5
10
NA
13
NA
14
NA
NA
14
13
12
NA
12
13
9
NA
12
12
13
12
10
NA
7
NA
9
NA
NA
NA
NA
12
NA
NA
NA
NA
NA
10
NA
11
13
12
NA
13
NA
NA
NA
NA
NA
11
9
14
NA
7
NA
NA
12
9
13
NA
6
12
9
NA
6
NA
8
NA
NA
NA
13
NA
NA
11
8
12
14
NA
NA
NA
8
NA
9
NA
8
NA
NA
9
12
NA
NA
10
9
NA
14
9
12
10
11
12
NA
13
NA
NA
NA
14
14
14
12
NA
NA
9
NA
NA
12
10
NA
NA
10
NA
NA
NA
14
NA
14
NA
12
9
NA
10
NA
12
9
NA
12
NA
NA
5
NA
NA
NA
NA
11
11
NA
NA
NA
14
6
10
10
7
NA
5
9
NA
NA
13
9
NA
NA
NA
NA
NA
9
12
7
NA
NA
NA
11
NA
NA
NA
8
7
10
NA
13
13
10
11
12
NA
NA
9
NA
12
NA
NA
11
NA
NA
13
NA
11
NA
12
13
9
NA
7
10
14
10
9
13
NA
NA
14
NA
NA
14
NA
13
NA
12
NA
12
NA
NA
8
NA
NA
10
6
NA
12
NA
NA
10
NA
12
8
12
13
9
9
9
NA
8
NA
14
NA
NA
NA
NA
14
10
11
NA
14
11
NA
12
13
NA
13
11
NA
NA
8
NA
11
NA
13
6
10
NA
NA
12
NA
NA
NA
NA
NA
NA
10
8
NA
NA
14
NA
10
10
13
NA
11
12
NA
NA
NA
9
NA
11
4
14
NA
NA
13
NA
11
NA
12
10
10
NA
12
NA
NA
NA
13
14
13
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
8
13
NA
14
NA
NA
12
NA
NA
12
NA
NA
14
NA
10
11
NA
NA
NA
10
11
NA
NA
NA
NA
NA
14
14
NA
NA
NA
NA
NA
14
NA
NA
NA
12
NA
NA
NA
12
NA
14
NA
12
NA
8
13
10
11
12
10
NA
NA
NA
NA
NA
NA
NA
13
8
8
11
NA
NA
NA
NA
10
11
10
NA
NA
7
NA
NA
14
NA
NA
8
NA
11
11
9
10
9
NA
NA
12
NA
NA
NA
NA
10
NA
NA
NA
NA
12
13
NA
NA
7
14
NA
NA
13
NA
12
NA
11
NA
NA
12
12
11
14
NA
NA
NA
12
13
11
11
NA
NA
9
13
12
NA
10
8
11
NA
11
10
NA
NA
NA
NA
NA
8
12
11
10
8
NA
NA
NA
NA
NA
11
9
NA
12
NA
12
11
12
14
8
14
NA
14
NA
13
NA
NA
13
11
NA
NA
14
NA
10
12
NA
NA
13
NA
10
NA
9
NA
NA
13
NA
NA
8
10
NA
NA
NA
10
NA
NA
NA
NA
NA
8
NA
13
NA
NA
NA
NA
11
11
NA
NA
9
NA
NA
NA
9
NA
11
13
NA
10
NA
12
11
13
NA
12
NA
NA
11
NA
8
NA
7
13
NA
10
10
9
NA
11
13
4
NA
NA
NA
NA
NA
10
NA
8
NA
NA
NA
9
9
NA
NA
NA
NA
