donate_lifetime_c
NA
NA
NA
NA
4000
NA
NA
51773.21
60000
NA
1849.04
NA
NA
NA
5820000
NA
NA
NA
3.63
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
15000
NA
NA
4046.78
NA
10000
NA
NA
NA
NA
NA
NA
11094.26
NA
120000
NA
369.81
NA
NA
NA
1152.63
NA
NA
NA
NA
NA
NA
NA
14.79
NA
NA
NA
NA
NA
2218.85
NA
1152.63
614.74
NA
7684.2
NA
NA
NA
1349.02
NA
NA
NA
768.42
NA
NA
NA
NA
NA
8000
NA
20000
4000
NA
13003.06
4162.4
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
650.15
NA
NA
15000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
11562.23
11562.23
NA
NA
NA
300
416.24
NA
NA
700
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
20109.78
NA
NA
NA
1536.84
NA
NA
NA
200
NA
NA
NA
NA
NA
NA
NA
NA
5027.45
NA
231.24
NA
NA
5781.11
2600.61
578.11
NA
NA
NA
8000
NA
NA
NA
300
NA
NA
20709.28
NA
NA
1500
NA
NA
693.73
NA
NA
NA
NA
NA
NA
NA
NA
2100000
NA
NA
3000
NA
2500
NA
NA
NA
NA
17343.35
9102.14
NA
NA
NA
NA
NA
NA
3468.67
337.89
NA
1000
NA
NA
NA
NA
4624.89
NA
403.55
NA
NA
12105.1
NA
NA
NA
NA
NA
25
NA
NA
NA
NA
NA
NA
8473.57
1e+05
NA
NA
NA
15000
NA
200
NA
NA
NA
731.69
NA
NA
NA
NA
0
NA
NA
2010.98
NA
NA
NA
3698.09
2e+05
NA
NA
NA
122200
NA
NA
NA
NA
NA
NA
NA
NA
65015.3
NA
2600.61
NA
3000
NA
7e+05
1e+05
NA
NA
NA
578.11
NA
4624.89
1152.63
50000
NA
79639
NA
NA
NA
NA
450.52
NA
NA
8093.56
NA
57.81
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
14303.37
NA
NA
NA
1156.22
NA
NA
1600
NA
NA
NA
NA
1e+06
NA
NA
NA
3427.39
NA
NA
200
2662.62
NA
50
10000
NA
NA
NA
6937.34
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
6000
NA
NA
14000
3000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
5781.11
NA
7000
1000
NA
NA
6937.34
809.36
NA
NA
NA
NA
400
NA
NA
NA
NA
NA
NA
NA
NA
NA
650.15
346.87
NA
NA
NA
NA
NA
NA
3900.92
NA
NA
NA
NA
NA
NA
NA
NA
NA
284000
231.24
NA
NA
NA
NA
NA
NA
653.57
1734.33
11562.23
NA
15603.67
NA
300
3250.77
NA
NA
NA
NA
NA
19504.59
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1387.47
4200
NA
NA
NA
NA
NA
NA
23124.46
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
14792.35
NA
NA
7396.17
29000
40
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
3698.09
NA
NA
NA
1300.31
NA
NA
NA
NA
260.06
NA
NA
NA
NA
345.79
NA
NA
NA
NA
26000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1000
NA
NA
NA
NA
NA
3e+05
NA
NA
NA
NA
NA
NA
NA
NA
5000
NA
NA
0
NA
NA
NA
NA
NA
350000
NA
37000
NA
NA
NA
3000
NA
NA
NA
NA
NA
NA
NA
NA
250000
NA
NA
NA
NA
3e+05
NA
NA
NA
NA
20235.27
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
346.87
NA
NA
NA
NA
NA
NA
NA
11442.69
NA
NA
50000
NA
NA
NA
NA
13003.06
NA
NA
NA
NA
NA
NA
NA
NA
15000
NA
NA
NA
NA
NA
NA
NA
5851.38
NA
NA
2000
NA
100
NA
2312.45
NA
NA
NA
NA
NA
NA
11000
NA
NA
10000
NA
5
NA
NA
NA
NA
1000
NA
NA
NA
5851.38
NA
13874.68
768.42
NA
NA
40000
NA
NA
NA
NA
NA
NA
NA
NA
NA
5000
10
NA
NA
NA
62000
NA
5000
NA
NA
NA
4046.78
NA
NA
1600
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
16903.98
NA
NA
NA
NA
NA
100
NA
10000
2500
NA
NA
NA
40000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
13000
