referrer_self_report_ace
FALSE
FALSE
Entertainment & Leisure
TRUE
FALSE
Business Support & Logistics
Finance & Financial Services
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
NA
Other (please specify)
TRUE
 Internet & Electronics"
Healthcare & Pharmaceuticals
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
Education
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Advertising & Marketing
FALSE
Education
FALSE
FALSE
Other (please specify)
TRUE
Education
TRUE
FALSE
TRUE
FALSE
FALSE
Government
FALSE
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
NA
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
"Utilities
FALSE
TRUE
Other (please specify)
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Government
"Telecommunications
FALSE
FALSE
Other (please specify)
FALSE
TRUE
NA
TRUE
FALSE
Nonprofit
FALSE
FALSE
FALSE
FALSE
NA
FALSE
FALSE
TRUE
FALSE
FALSE
Other (please specify)
FALSE
FALSE
FALSE
 Internet & Electronics"
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Food & Beverages
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
 Technology
TRUE
Nonprofit
FALSE
FALSE
FALSE
FALSE
NA
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
Finance & Financial Services
FALSE
FALSE
FALSE
FALSE
FALSE
 and Extraction"
FALSE
FALSE
FALSE
FALSE
FALSE
Government
FALSE
FALSE
FALSE
FALSE
Education
FALSE
FALSE
Real Estate
FALSE
Education
Other (please specify)
Finance & Financial Services
FALSE
FALSE
Finance & Financial Services
Other (please specify)
TRUE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Nonprofit
Finance & Financial Services
FALSE
 Energy
FALSE
 Technology
"Telecommunications
NA
FALSE
FALSE
TRUE
NA
"Telecommunications
FALSE
Education
FALSE
"Telecommunications
 Internet & Electronics"
Finance & Financial Services
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
TRUE
FALSE
FALSE
FALSE
 and Extraction"
FALSE
FALSE
FALSE
FALSE
Other (please specify)
FALSE
FALSE
FALSE
FALSE
FALSE
Finance & Financial Services
Government
FALSE
FALSE
NA
FALSE
FALSE
FALSE
 Internet & Electronics"
Airlines & Aerospace (including Defense)
FALSE
Healthcare & Pharmaceuticals
FALSE
NA
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
"Telecommunications
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Manufacturing
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Other (please specify)
FALSE
FALSE
FALSE
Healthcare & Pharmaceuticals
FALSE
FALSE
FALSE
NA
FALSE
 Technology
NA
Finance & Financial Services
NA
FALSE
TRUE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
Other (please specify)
FALSE
FALSE
TRUE
FALSE
FALSE
Food & Beverages
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
TRUE
FALSE
FALSE
 and Extraction"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Retail & Consumer Durables
"Telecommunications
FALSE
FALSE
TRUE
FALSE
Government
FALSE
FALSE
Government
FALSE
FALSE
NA
FALSE
NA
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
NA
TRUE
FALSE
Government
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Healthcare & Pharmaceuticals
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
NA
 Technology
TRUE
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
TRUE
 Technology
FALSE
TRUE
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
"Utilities
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Entertainment & Leisure
Education
FALSE
NA
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
"Construction
FALSE
Other (please specify)
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
Other (please specify)
FALSE
Finance & Financial Services
Business Support & Logistics
FALSE
FALSE
FALSE
FALSE
FALSE
 Internet & Electronics"
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Other (please specify)
Finance & Financial Services
FALSE
FALSE
FALSE
FALSE
FALSE
 Technology
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Education
FALSE
FALSE
NA
NA
FALSE
"Telecommunications
FALSE
"Telecommunications
FALSE
FALSE
 Technology
FALSE
FALSE
Nonprofit
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Retail & Consumer Durables
FALSE
NA
Education
Government
FALSE
FALSE
 Internet & Electronics"
Advertising & Marketing
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Business Support & Logistics
Airlines & Aerospace (including Defense)
FALSE
FALSE
FALSE
Education
NA
FALSE
Other (please specify)
NA
Healthcare & Pharmaceuticals
FALSE
FALSE
Other (please specify)
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Nonprofit
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
Other (please specify)
Nonprofit
FALSE
 Machinery
FALSE
FALSE
FALSE
Nonprofit
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Finance & Financial Services
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
"Telecommunications
FALSE
"Telecommunications
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
NA
FALSE
FALSE
FALSE
FALSE
Nonprofit
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
Nonprofit
"Utilities
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
Other (please specify)
FALSE
FALSE
Nonprofit
Other (please specify)
FALSE
FALSE
FALSE
FALSE
Other (please specify)
FALSE
FALSE
Government
FALSE
FALSE
FALSE
Other (please specify)
FALSE
FALSE
Education
FALSE
FALSE
FALSE
FALSE
FALSE
NA
Healthcare & Pharmaceuticals
FALSE
FALSE
FALSE
FALSE
FALSE
Government
FALSE
TRUE
FALSE
"Telecommunications
"Telecommunications
FALSE
 Technology
FALSE
"Telecommunications
FALSE
Finance & Financial Services
"Telecommunications
FALSE
FALSE
"Telecommunications
FALSE
FALSE
FALSE
FALSE
Healthcare & Pharmaceuticals
Manufacturing
FALSE
"Construction
FALSE
FALSE
FALSE
FALSE
 Technology
FALSE
TRUE
FALSE
Nonprofit
Education
FALSE
FALSE
FALSE
FALSE
Other (please specify)
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Other (please specify)
FALSE
FALSE
FALSE
FALSE
 Internet & Electronics"
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
Advertising & Marketing
FALSE
FALSE
FALSE
FALSE
FALSE
 Internet & Electronics"
FALSE
FALSE
"Telecommunications
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
 Technology
FALSE
FALSE
FALSE
TRUE
FALSE
 Internet & Electronics"
FALSE
FALSE
Nonprofit
FALSE
Education
Education
FALSE
FALSE
FALSE
Other (please specify)
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
"Telecommunications
FALSE
FALSE
FALSE
Education
TRUE
FALSE
Education
TRUE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
 Energy
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
Government
"Telecommunications
FALSE
FALSE
FALSE
Education
FALSE
TRUE
FALSE
FALSE
FALSE
Government
FALSE
FALSE
TRUE
Education
"Telecommunications
NA
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Nonprofit
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
Education
FALSE
FALSE
FALSE
 Technology
FALSE
"Telecommunications
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
Education
 Technology
FALSE
"Telecommunications
TRUE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Other (please specify)
FALSE
FALSE
"Telecommunications
FALSE
Other (please specify)
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
TRUE
"Telecommunications
Healthcare & Pharmaceuticals
Advertising & Marketing
 Internet & Electronics"
FALSE
FALSE
TRUE
FALSE
 Technology
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Education
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
Finance & Financial Services
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
NA
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Education
FALSE
 Technology
Healthcare & Pharmaceuticals
"Telecommunications
FALSE
FALSE
FALSE
FALSE
"Telecommunications
TRUE
FALSE
 Internet & Electronics"
 Technology
FALSE
FALSE
Other (please specify)
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
NA
FALSE
FALSE
Nonprofit
FALSE
FALSE
FALSE
FALSE
FALSE
Food & Beverages
FALSE
FALSE
TRUE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
