donate_gw_2017
GiveWell
NA
NA
GiveWell
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
GiveWell
NA
NA
NA
GiveWell
GiveWell
NA
NA
GiveWell
NA
GiveWell
NA
GiveWell
GiveWell
GiveWell
NA
NA
NA
GiveWell
GiveWell
NA
GiveWell
GiveWell
NA
NA
GiveWell
NA
NA
NA
GiveWell
GiveWell
GiveWell
NA
GiveWell
GiveWell
GiveWell
GiveWell
NA
NA
NA
NA
GiveWell
GiveWell
NA
NA
NA
NA
GiveWell
NA
GiveWell
NA
NA
NA
GiveWell
NA
NA
NA
NA
GiveWell
NA
NA
GiveWell
NA
NA
GiveWell
NA
GiveWell
NA
GiveWell
NA
NA
NA
NA
NA
GiveWell
NA
GiveWell
GiveWell
GiveWell
NA
GiveWell
NA
NA
NA
NA
NA
NA
NA
GiveWell
NA
GiveWell
NA
NA
NA
NA
NA
NA
GiveWell
NA
NA
GiveWell
NA
GiveWell
NA
NA
GiveWell
GiveWell
NA
NA
NA
NA
NA
GiveWell
NA
NA
NA
GiveWell
GiveWell
GiveWell
GiveWell
GiveWell
NA
NA
GiveWell
NA
NA
NA
NA
NA
NA
NA
GiveWell
NA
GiveWell
NA
NA
NA
NA
NA
NA
NA
NA
GiveWell
NA
GiveWell
GiveWell
GiveWell
GiveWell
NA
GiveWell
GiveWell
GiveWell
GiveWell
NA
NA
NA
GiveWell
NA
NA
NA
GiveWell
GiveWell
NA
NA
NA
NA
NA
GiveWell
NA
NA
NA
NA
GiveWell
NA
NA
GiveWell
NA
GiveWell
NA
GiveWell
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
GiveWell
NA
GiveWell
NA
NA
NA
GiveWell
GiveWell
NA
GiveWell
NA
NA
NA
NA
NA
NA
NA
NA
NA
GiveWell
GiveWell
NA
NA
NA
NA
NA
GiveWell
NA
NA
NA
NA
NA
GiveWell
NA
NA
NA
GiveWell
GiveWell
GiveWell
NA
NA
NA
NA
NA
GiveWell
NA
NA
NA
NA
NA
GiveWell
NA
NA
NA
GiveWell
GiveWell
NA
NA
NA
GiveWell
GiveWell
GiveWell
NA
NA
GiveWell
GiveWell
GiveWell
NA
NA
NA
GiveWell
NA
NA
GiveWell
GiveWell
GiveWell
NA
NA
GiveWell
GiveWell
NA
NA
NA
NA
NA
NA
NA
NA
NA
GiveWell
NA
NA
NA
GiveWell
NA
NA
NA
NA
NA
GiveWell
NA
GiveWell
GiveWell
NA
NA
GiveWell
NA
NA
GiveWell
GiveWell
GiveWell
NA
NA
NA
GiveWell
NA
GiveWell
NA
NA
GiveWell
NA
NA
GiveWell
NA
NA
NA
NA
GiveWell
GiveWell
NA
NA
GiveWell
GiveWell
GiveWell
GiveWell
GiveWell
NA
NA
NA
NA
GiveWell
NA
NA
GiveWell
NA
NA
GiveWell
GiveWell
NA
NA
NA
NA
GiveWell
GiveWell
GiveWell
NA
NA
GiveWell
GiveWell
NA
GiveWell
NA
GiveWell
GiveWell
NA
GiveWell
GiveWell
NA
GiveWell
NA
NA
GiveWell
NA
NA
NA
NA
GiveWell
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
GiveWell
NA
GiveWell
GiveWell
GiveWell
NA
GiveWell
NA
GiveWell
GiveWell
GiveWell
NA
GiveWell
NA
NA
NA
GiveWell
GiveWell
GiveWell
GiveWell
NA
NA
GiveWell
NA
NA
NA
NA
NA
GiveWell
NA
GiveWell
NA
NA
NA
NA
NA
NA
NA
NA
GiveWell
NA
GiveWell
NA
NA
NA
NA
GiveWell
GiveWell
NA
GiveWell
NA
NA
GiveWell
NA
GiveWell
GiveWell
NA
GiveWell
NA
NA
NA
GiveWell
GiveWell
NA
GiveWell
NA
NA
NA
NA
NA
GiveWell
NA
