income_2017_household_c
NA
NA
2622.72
38000
33000
38000
1e+05
78741.88
120000
65825.94
47335.51
67498.23
NA
NA
9e+07
NA
NA
19978.93
24210.19
36980.86
145000
46105.23
NA
39009.18
NA
147923.46
29584.69
110942.59
0
41609.79
184904.32
28000
23124.46
46811.02
NA
273064.26
126000
NA
NA
NA
NA
22188.52
NA
48075.12
NA
130000
NA
NA
NA
118338.77
61473.63
61473.63
NA
NA
147923.46
36980.86
NA
0
NA
88754.07
221885.19
14052.73
88754.07
NA
1007737.16
36980.86
36980.86
14599.99
634.72
11702.75
192105.11
9827.9
2e+05
39234.08
5396.07
171906
NA
26940
10757.89
7396.17
120000
NA
69373.38
NA
115000
NA
170000
350000
32507.65
143033.66
31218.02
52012.24
18490.43
61473.63
NA
1e+05
417000
NA
NA
40000
156000
19504.59
NA
3e+05
80000
0
30061.8
NA
6000
175000
NA
NA
65015.3
48706.29
NA
69373.38
22546.35
0
221885.19
19655.79
17500
NA
NA
NA
21000
29264.57
NA
110942.59
NA
NA
115000
NA
NA
1e+05
22526.07
93510.49
84519.89
NA
13874.68
6147.36
NA
NA
NA
6000
120000
20812.01
13
NA
150000
46000
55250.41
NA
100548.91
NA
NA
NA
42780.25
161871.22
NA
11562.23
18499.57
0
19504.59
72000
43936.47
0
0
2e+05
170000
39000
64346.7
NA
2e+05
30000
55471.3
NA
20812.01
151375.22
NA
NA
0
31207.34
23405.51
NA
52012.24
1200000
NA
18098.8
106000
4015252.61
20000
125000
NA
924.98
86400
58389.26
65015.3
NA
39009.18
NA
52012.24
NA
NA
52030.04
49557.36
39009.18
6000
84073.03
46248.92
NA
205000
41624.03
NA
35646.97
133156.05
NA
121050.95
69373.38
NA
16903.98
11.7
52012.24
5e+06
NA
NA
65015.3
NA
NA
39009.18
60525.48
1e+05
NA
NA
NA
155000
NA
10000
NA
90788.21
NA
73168.95
NA
NA
7396.17
1e+05
0
2e+05
20000
NA
80000
NA
NA
96150.25
175000
NA
NA
37058.72
NA
NA
NA
150823.37
NA
NA
143033.66
39009.18
28905.58
195045.9
67450.89
71516.83
116000
250000
23124.46
1300000
165000
17567.65
16903.98
68916.22
104060.07
25000
17343.35
153684.08
150000
80997.87
17062890
52012.24
NA
NA
1982828.83
32437.55
12105.1
NA
36999.14
26006.12
2312.45
NA
11562.23
924.98
11562.23
80935.61
NA
56654.93
162538.25
NA
924.98
NA
16341.88
65015.3
NA
NA
250000
80000
45092.7
NA
115622.3
NA
6000
NA
10609.5
150000
195000
0
64500
NA
35501.63
NA
0
0
NA
40000
0
20000
8135.79
NA
221885.19
80935.61
NA
NA
1965.58
NA
98000
60000
125000
NA
104060.07
91021.42
29000
90000
NA
NA
13003.06
NA
NA
NA
60000
21968.24
42000
235000
45000
7684.2
0
NA
NA
90494.02
50000
25000
5648078
NA
NA
NA
13313
61279.82
109841.18
45510.71
28000
51617
NA
175000
11.56
231244.6
NA
NA
NA
8093.56
0
NA
270000
NA
NA
130030.6
NA
57811.15
NA
NA
32507.65
NA
75000
NA
29907.04
NA
NA
20812.01
70216.52
NA
85820.2
NA
NA
117027.54
5989841
104060.07
52012.24
49411.63
70000
249.74
15033.2
NA
17514.41
33807.96
28905.58
27749.35
100548.91
12718.45
28905.58
48111.32
143033.66
13003.06
185000
NA
NA
NA
52285.43
NA
48561.37
70216.52
26593.13
130000
NA
2e+05
23124.46
57811.15
NA
57811.15
55498.7
115.62
19655.79
16000
17343.35
13003.06
NA
NA
NA
NA
115622.3
NA
8556.05
10000
104024.48
NA
NA
NA
NA
3e+05
NA
NA
60329.35
NA
147923.46
147923.46
3e+06
30324.31
59306
6000
34578.92
10000
1e+07
258866.05
NA
NA
50000
96150.25
89870.49
NA
NA
36980.86
45000
44888
55471.3
NA
NA
90
18529.36
88000
1092643
23667.75
80000
28606.73
NA
105000
80000
NA
42724.18
7396.17
NA
80000
NA
3e+05
0
25000
96052.55
80929
NA
NA
NA
NA
107000
NA
14000
NA
0
NA
NA
NA
115000
175
92497.84
107921.43
70
58513.77
NA
NA
NA
65000
NA
48561.37
0
NA
NA
NA
2e+05
NA
4e+05
NA
26000
NA
2e+05
67615.91
35000
150823.37
67615.91
NA
25000
NA
NA
7000
NA
2e+05
1e+05
82000
140000
NA
1e+07
22000
105000
57811.15
NA
95780.27
15000
49947.33
35108.26
NA
5000
NA
NA
NA
NA
165000
97522.95
NA
10000
NA
NA
60900
NA
NA
50029
NA
7801.84
NA
NA
20812.01
NA
13003.06
11562.23
NA
104024.48
NA
80935.61
15000
26006.12
150823.37
46811.02
22500
NA
184000
80000
NA
34686.69
4000
