gwwc_year
NA
NA
NA
NA
2011
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
2014
NA
NA
NA
2016
NA
NA
2015
2017
NA
NA
NA
NA
NA
NA
NA
NA
NA
2016
NA
NA
2015
2018
NA
NA
NA
NA
NA
2014
NA
NA
NA
NA
NA
NA
NA
NA
NA
2014
NA
NA
NA
NA
NA
NA
NA
2016
2013
NA
NA
2016
NA
NA
NA
NA
NA
NA
NA
NA
NA
2016
NA
NA
NA
NA
NA
2015
NA
NA
NA
NA
NA
NA
NA
2009
NA
NA
NA
NA
NA
2018
NA
NA
NA
NA
NA
2015
2015
NA
2014
NA
NA
2015
NA
2015
NA
NA
2018
NA
2016
NA
2016
NA
2016
NA
NA
NA
NA
2018
NA
NA
2017
2016
NA
NA
NA
NA
NA
2016
NA
NA
NA
NA
NA
NA
NA
2018
2014
NA
NA
NA
NA
NA
NA
NA
2015
NA
2016
NA
NA
NA
2013
2015
NA
2016
NA
NA
NA
NA
2017
NA
NA
NA
2016
NA
NA
NA
NA
NA
NA
NA
NA
2014
NA
2014
NA
NA
NA
NA
NA
NA
NA
NA
NA
2017
NA
2017
NA
NA
2012
NA
NA
NA
NA
NA
NA
NA
NA
2013
NA
NA
NA
NA
2015
NA
NA
NA
NA
2018
2016
NA
2015
NA
NA
NA
NA
2017
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
2018
2018
2017
NA
NA
2013
2017
2017
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
2016
NA
NA
NA
2014
2017
NA
NA
NA
NA
2016
NA
NA
NA
NA
2014
NA
NA
NA
NA
NA
NA
NA
NA
2013
2014
NA
NA
2013
NA
NA
NA
2016
NA
NA
NA
NA
NA
2016
NA
NA
NA
2016
NA
NA
2018
NA
NA
NA
2016
NA
NA
NA
NA
2017
NA
NA
2018
NA
NA
NA
2017
NA
NA
2014
NA
NA
NA
NA
2015
NA
NA
NA
NA
2010
NA
NA
2017
2016
2018
NA
2015
2016
NA
2017
2018
NA
NA
NA
2015
NA
NA
NA
2017
NA
2015
2018
2017
NA
NA
NA
NA
2017
NA
NA
NA
2016
NA
NA
2017
NA
2013
NA
2017
2016
NA
NA
NA
NA
NA
NA
2017
NA
NA
NA
NA
2016
NA
NA
NA
NA
2016
2016
2010
NA
NA
NA
NA
NA
2015
NA
NA
NA
NA
NA
NA
2018
NA
NA
NA
NA
2014
2015
NA
NA
NA
2016
NA
2018
NA
NA
NA
2017
NA
2015
2016
NA
NA
NA
NA
NA
2018
NA
2015
NA
2017
NA
NA
2017
NA
NA
NA
NA
NA
2016
2014
NA
NA
NA
NA
NA
NA
2018
NA
NA
NA
2016
NA
NA
NA
NA
NA
NA
NA
2012
NA
NA
NA
NA
NA
2015
2017
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
2016
NA
NA
NA
NA
NA
NA
NA
2015
NA
NA
NA
NA
NA
NA
2017
2017
NA
NA
2017
NA
2017
2017
NA
NA
NA
NA
NA
NA
NA
NA
2017
NA
NA
2017
NA
NA
NA
NA
2013
2018
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
2017
2016
NA
2013
NA
NA
NA
NA
NA
NA
NA
NA
NA
2017
NA
NA
NA
NA
NA
NA
2018
NA
2015
NA
2018
2017
2013
NA
NA
NA
2017
NA
2016
NA
NA
2017
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
2014
2015
NA
NA
NA
NA
NA
NA
2018
NA
2016
2016
NA
2015
NA
2016
NA
NA
2012
NA
2017
NA
2018
NA
2018
NA
NA
NA
NA
NA
NA
2017
2016
2017
NA
2017
NA
NA
NA
NA
NA
NA
2015
NA
NA
2016
2015
2011
NA
NA
NA
NA
NA
NA
NA
2015
2015
NA
NA
NA
NA
NA
2017
NA
NA
NA
2017
NA
NA
NA
2015
NA
NA
2016
NA
NA
NA
NA
NA
NA
2017
NA
NA
2015
2015
NA
NA
NA
NA
NA
2016
2015
NA
NA
NA
NA
NA
NA
NA
NA
NA
2016
NA
NA
2011
NA
2016
NA
NA
NA
2016
NA
2018
NA
NA
NA
NA
NA
2017
NA
NA
2017
2014
2017
2016
NA
NA
NA
2018
2018
NA
NA
NA
2017
NA
NA
2012
2017
2016
NA
NA
2013
NA
NA
NA
2016
NA
NA
NA
NA
NA
NA
NA
NA
2011
NA
NA
NA
2016
NA
NA
NA
NA
2012
NA
2017
2013
2015
NA
NA
NA
NA
NA
NA
NA
2015
2011
NA
2018
NA
NA
NA
2013
