donate_amf_2017
NA
NA
0
NA
0
NA
NA
3000
NA
NA
NA
NA
NA
NA
NA
NA
200
NA
NA
NA
NA
0
NA
3780
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1000
$60
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
825
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
150
NA
NA
NA
4350
NA
NA
NA
NA
NA
NA
NA
NA
NA
70
NA
NA
7500
NA
NA
NA
600
NA
NA
NA
50
15600
120
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
700
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
250 USD
NA
NA
NA
NA
NA
NA
NA
NA
NA
8000
NA
NA
NA
NA
7000
NA
NA
NA
NA
NA
120
4000
12000
NA
NA
NA
NA
NA
NA
1002
1500
NA
NA
NA
NA
NA
0
NA
$50
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"2,000"
NA
NA
NA
NA
NA
NA
NA
7800<89><e2><c2>
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
18
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
5000
NA
NA
NA
NA
NA
300
NA
NA
NA
NA
NA
NA
NA
100
NA
NA
NA
NA
100
NA
NA
NA
NA
NA
NA
NA
NA
NA
1600
NA
2000
NA
NA
NA
800
NA
2000
NA
NA
32000
NA
NA
0
NA
NA
NA
$100
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
6000
NA
2500
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
480
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
<89><e2><c2>500
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
$20
NA
<e5><a3>3980
NA
NA
NA
NA
NA
1000
NA
NA
NA
NA
NA
NA
NA
NA
NA
500
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
10000
NA
NA
NA
NA
4000
NA
0
NA
NA
NA
600
NA
NA
NA
NA
NA
NA
NA
NA
500
<e5><a3>50
0
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
9000
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
<e5><a3>360
NA
NA
NA
NA
NA
NA
NA
NA
3000
NA
NA
NA
NA
NA
NA
1080
NA
2500
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
13000
NA
NA
NA
NA
NA
NA
NA
0
NA
0
5000 ZAR
NA
2600
NA
NA
NA
NA
NA
360
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
200 USD
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
500
NA
50
NA
NA
NA
NA
NA
NA
NA
NA
6000
NA
NA
NA
NA
NA
NA
NA
NA
$25
NA
100
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
<e5><a3>400
NA
2000
NA
NA
0
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
$600
NA
NA
2100
NA
3500
NA
15000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
2700
NA
NA
0
10
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
10
150
NA
NA
63000
NA
NA
NA
~4000
NA
NA
NA
NA
NA
NA
<e5><a3>2300
NA
"$3,181"
NA
NA
NA
NA
12000
NA
NA
NA
NA
NA
NA
0
50
NA
NA
NA
NA
NA
0
NA
NA
NA
31000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
180
NA
NA
NA
NA
NA
NA
NA
3000
NA
NA
NA
NA
NA
2500
0
NA
500
NA
$230
NA
NA
NA
NA
0
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1000
NA
NA
NA
NA
18000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
300
6500
2000
3500
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
2500
0
NA
50
NA
NA
NA
NA
NA
NA
1600
NA
15000
NA
NA
NA
NA
15000
10000
NA
450
10000
50000
"7,800"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1000
NA
NA
NA
NA
600
NA
20000
NA
NA
6000
NA
NA
<e5><a3>3200
NA
NA
NA
NA
469.67 EUR
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
5200
NA
NA
NA
NA
4800
NA
NA
NA
NA
NA
NA
NA
<e5><a3>0
NA
NA
NA
<e5><a3>8000
NA
NA
NA
NA
NA
NA
NA
NA
"527,500 HKD"
NA
1500
NA
NA
NA
NA
NA
300
NA
130
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
8750
1000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1000
NA
NA
NA
10000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
420
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
500
NA
NA
20
NA
NA
NA
NA
3000
NA
13000
NA
NA
NA
300
NA
NA
NA
50
NA
NA
NA
1000 CZK
800
NA
NA
NA
100
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
200 PLN
NA
"$6,000"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"$3,000"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
180
NA
$65
NA
5000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
5000
390
NA
NA
0
NA
NA
NA
7500
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
50<89><e2><c2>
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
100 Euros
NA
NA
NA
NA
NA
NA
NA
0
$35 US Dollars
2000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
4000
NA
NA
NA
0
NA
NA
22000
NA
NA
NA
NA
NA
NA
NA
500
1745
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
6000
NA
NA
NA
NA
NA
NA
NA
1450
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
6000
NA
NA
NA
NA
NA
NA
NA
NA
<e5><a3>240
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
200000
NA
NA
0
NA
NA
300
NA
NA
NA
NA
NA
NA
10
NA
20000
NA
NA
NA
NA
NA
NA
NA
NA
2000
NA
$0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1000
NA
NA
NA
NA
NA
300
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
100
NA
NA
3200
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
217
2000
NA
NA
NA
NA
NA
35.48
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
6792
NA
NA
NA
NA
NA
NA
120
NA
NA
NA
NA
NA
100
3100
$100
1000
400
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
500
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
$30
NA
NA
40
850
NA
0
NA
0
NA
NA
NA
NA
NA
NA
NA
100%
NA
NA
NA
0
NA
1000 CAD
0
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
50
NA
NA
90
3800
350
0
100
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
2500 kr
NA
NA
NA
20000
20
NA
NA
0
1000
NA
100 euro
NA
NA
NA
NA
NA
NA
NA
100
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
60
NA
NA
NA
1000
NA
NA
NA
NA
0
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
3060
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
NA
NA
3750
NA
6000
NA
NA
NA
NA
$50
NA
3636
2000
NA
NA
0
NA
NA
NA
NA
NA
NA
0
NA
300
NA
NA
NA
400
NA
NA
NA
NA
NA
NA
NA
2300
0
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
6000
NA
NA
NA
3000
NA
NA
800
3500
NA
$84.10
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
100
NA
NA
NA
NA
NA
"$2,430.00"
NA
NA
7000
500
NA
NA
NA
NA
700
NA
NA
NA
"$25,527"
NA
NA
NA
NA
50
NA
NA
NA
1231
NA
NA
NA
NA
NA
NA
NA
NA
100
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
5000
NA
NA
NA
NA
NA
NA
NA
NA
NA
5325
NA
NA
NA
NA
NA
NA
NA
NA
NA
"1,500"
NA
4295
<e5><a3>80
NA
NA
NA
NA
110
1500
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
NA
6300
NA
NA
NA
1950
NA
0
20
NA
NA
NA
NA
NA
800
NA
NA
NA
NA
NA
NA
NA
NA
0
NA
NA
NA
NA
NA
28000
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
