can_share_cea_first_name
NA
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
TRUE
Finance & Financial Services
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
TRUE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
TRUE
FALSE
Yes
FALSE
FALSE
FALSE
FALSE
FALSE
Yes
TRUE
FALSE
FALSE
FALSE
NA
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Yes
FALSE
FALSE
FALSE
FALSE
NA
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
No
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Yes
FALSE
FALSE
FALSE
NA
FALSE
FALSE
No
No
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
Finance & Financial Services
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
TRUE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
TRUE
FALSE
FALSE
FALSE
FALSE
TRUE
FALSE
No
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
FALSE
No
FALSE
